"ACTIVITY_ID","CASE_NUMBER","ENF_CONCLUSION_ID","COMP_ACTION_ID","ENVIRONMENTAL_IMPACT_ID","SEP_ID","POLLUTANT_CODE","POLLUTANT_NAME","AVERAGE_ANNUAL_VALUE","POLLUTANT_UNIT_CODE","MEDIA_CODE","MEDIA_DESC","SEP_OR_COMP_FLAG"
"2600055272","05-2011-5030","2600005497","2600823466","2600003650",,"11095",,"120","PNDSYR","AIR","Air","C"
"2600055689","04-2011-9030","3400006023","3400004622","3400003402",,"10178",,"15235","lbs","SWT","Water (navigable/surface)","C"
"2600055720","07-2011-0294","3400006479","3400008683","3400006444",,"10358",,"2915664","lbs","AIR","Air","C"
"2600055729","06-2010-4525","2600005521","2600823230","2600003667",,"11681",,"228","lbs","SWT","Water (navigable/surface)","C"
"2600056818","08-2011-0186","2600005668","2600823295","2600003840",,"4146",,"182500","PPL","DWT","Water (drinking)","C"
"2600057048","02-2011-3121","2600005692","2600823134","2600003877",,"360",,"129","PNDSYR","SWT","Water (navigable/surface)","C"
"2600057556","07-2011-0260","3400022334","3400017208","3400012789",,"6352",,"820","PNDSYR","SWT","Water (navigable/surface)","C"
"2600057747","10-2011-0171","2600005964","2600823193","2600004136",,"10486",,"444180","lbs","SWT","Water (navigable/surface)","C"
"2600058598","02-2011-0011","3400017154","3400016779","3400012424",,"7003",,"134538","lbs","AIR","Air","C"
"2600058645","EF-2011-7915","2600005804","2600823773","2600003967",,"10358",,"502","PNDSYR","AIR","Air","C"
"2600058656","02-2011-8317","2600005805","2600823136","2600003958",,"6639",,"240","PPL","DWT","Water (drinking)","C"
"2600058816","02-2011-8323","2600005819","2600823139","2600003984",,"6639",,"100","PPL","DWT","Water (drinking)","C"
"2600058892","04-2011-4781","2600005825","2600823884","2600004358",,"2817",,"55.19","PNDSYR","SWT","Water (navigable/surface)","C"
"2600059569","04-2011-4782","2600005867","2600823184","2600004035",,"2817",,"90.22","PNDSYR","SWT","Water (navigable/surface)","C"
"2600059749","04-2011-4779","2600005882","2600822865","2600004182",,"10486",,"1112.35","PNDSYR","SWT","Water (navigable/surface)","C"
"2600059831","05-2011-9932","2600005893","2600823782","2600004255",,"10494",,"0","yd3","GWT","Water (ground)","C"
"2600059855","EF-2011-0014","2600005900","2600823735","2600004061",,"200000241",,"122","PNDSYR","AIR","Air","C"
"2600062819","07-2011-0320","2600006087","2600823870","2600004306",,"1165",,"191","PNDSYR","SWT","Water (navigable/surface)","C"
"2600063001","05-2011-5065","3600043401","3600022140","3600015788",,"300000282",,"180000","PNDSYR","AIR","Air","C"
"2600063001","05-2011-5065","3600043401","3600022140","3600015789",,"300000322",,"80000","PNDSYR","AIR","Air","C"
"2600063452","01-2011-4501","2600006110","2600823881","2600004342",,"6662",,"6","lbs","HMN","Humans","C"
"2600065523","02-2011-2018","2600006192","2600824060","2600004400",,"10284",,"933","yd3","SIL","Soil","C"
"2600066155","09-2011-1530","2600006222","2600823999","2600004488",,"11916",,"1000","gal","SWT","Water (navigable/surface)","C"
"2600067483","09-1991-2501","2600006330","2600824002","2600004504",,"10039",,"650173","yd3","GWT","Water (ground)","C"
"2600068589","01-2012-1701","3400004003","3400002907","3400002143",,"6614",,"11057","lbs","LAN","Land","C"
"2600068589","01-2012-1701","3400004003","3400006137","3400004511",,"743",,"73273","lbs","AIR","Air","C"
"2600069138","04-2011-3028","2600006397","3000000832","3000000623",,"6662",,"0","lbs","LAN","Land","C"
"2600069993","01-2012-2010","3600043921","3600022380","3600015947",,"12196",,"1400","PNDSYR","SWT","Water (navigable/surface)","C"
"2600070000","01-2012-2012","3000008101","3000008040","3000005660",,"10486",,"10623","PNDSYR","SWT","Water (navigable/surface)","C"
"2600070188","01-2012-5001","3400003436","3400002360","3400001862",,"6614",,"3835257","lbs","LAN","Land","C"
"2600071449","01-2012-6501","2600010689","2700000690","2700000517",,"6562",,"35","PPL","DWT","Water (drinking)","C"
"2600073374","02-2012-7901","2600010243","2700000230","2700000192",,"6583",,"20000","gal","LAN","Land","C"
"2600073557","07-2012-0010","3000000017","3000000015","3000000031",,"10486",,"11","PNDSYR","SWT","Water (navigable/surface)","C"
"2600073569","07-2012-0009","3000000012","3000000014","3000000025",,"10998",,"17094","PNDSYR","SWT","Water (navigable/surface)","C"
"2600074757","08-2012-0001","3600037930","3600020040","3600014296",,"300000243",,"852000","PNDSYR","AIR","Air","C"
"2600074971","07-2012-0023","3000000022","3000000020","3000000036",,"2856",,"5600000","gal","SWT","Water (navigable/surface)","C"
"2600076189","10-2012-0039","2600008833","3000001193","3000000877",,"10251",,"107294.48","lbs","SWT","Water (navigable/surface)","C"
"2600077177","06-2012-1743","2600006940","2700001802","2700001321",,"10486",,"77357","lbs","SWT","Water (navigable/surface)","C"
"2600077427","07-2012-0033","3000000033","3000000053","3000000049",,"375",,"2550","PNDSYR","SWT","Water (navigable/surface)","C"
"2600077427","07-2012-0033","3000000033","3000000053","3000000050",,"10998",,"1570","PNDSYR","SWT","Water (navigable/surface)","C"
"2600079134","04-2012-9804","2600007541","3000001078","3000000827",,"6583",,"22000","gal","LAN","Land","C"
"2600079147","05-2012-0302","2600007561","3000001218","3000000907",,"10486",,"1091","lbs","SWT","Water (navigable/surface)","C"
"2600079408","04-2012-9806","2600007640","3000001080","3000000829",,"6583",,"28000","gal","LAN","Land","C"
"2600080397","06-2012-1107","2600007883","3000000479","3000000322",,"6596",,"3","WELLS","WSU","Water (underground source)","C"
"2600083578","07-2012-0041","3000000050","3000000076","3000000082",,"3283",,"19330","gal","SWT","Water (navigable/surface)","C"
"2600090015","05-2012-7105","2600008889","3000001841","3000001303",,"928",,"10000","lbs","AIR","Air","C"
"2600092461","05-2012-1005","2600009340","3000006540","3000004460",,"10151",,"29350","yd3","SIL","Soil","C"
"2600092618","05-2012-4605","2600009441","2600824076","2600005522",,"12175",,"0","PPL","DWT","Water (drinking)","C"
"2600094189","10-2012-0072","3000004322","3000007661","3000005361",,"10178",,"1544","lbs","SWT","Water (navigable/surface)","C"
"2600094354","08-2012-0022","2600009931","3000007459","3000005197",,"2215",,"23","lbs","SWT","Water (navigable/surface)","C"
"2600094365","05-2012-0030","2600009936","3000001046","3000000806",,"6662",,"1960","lbs","LAN","Land","C"
"2600094468","03-2012-0074","2600009943","2700000698","2700000523",,"7999",,"144420","gal","SWT","Water (navigable/surface)","C"
"2600094554","03-2012-0014","2600009959","2700001140","2700000740",,"6614",,"720000","lbs","LAN","Land","C"
"2600094812","04-2012-3005","2600010010","3000004900","3000003300",,"6662",,"7","lbs","LAN","Land","C"
"2600095680","02-2012-3017","2600010241","3000000992","3000000787",,"2215",,"63","PNDSYR","SWT","Water (navigable/surface)","C"
"2600095695","03-2012-0055","2600010251","2700001086","2700000700",,"6562",,"240","BLDGUNT","LAN","Land","C"
"2600095883","02-2012-8003","2600010302","2700000280","2700000220",,"10489",,"130","PPL","DWT","Water (drinking)","C"
"2600096107","03-2012-7008","2600010342","2700000340","2700000268",,"3929",,"100","PNDSYR","AIR","Air","C"
"2600096173","02-2012-3013","2600010362","2700000381","2700000305",,"7415",,"646.9","PNDSYR","SWT","Water (navigable/surface)","C"
"2600096177","03-2012-7001","2600010363","2700000387","2700000307",,"6583",,"6000","gal","SWT","Water (navigable/surface)","C"
"2600096182","02-2011-0835","2600010380","2700000396","2700000323",,"10331",,"2420","gal","SWT","Water (navigable/surface)","C"
"2600096980","02-2012-7925","2600010580","2700000560","2700000461",,"10331",,"550","gal","LAN","Land","C"
"2600097003","07-2012-0061","3000001331","3000001942","3000001362",,"10854",,"2411","PNDSYR","SWT","Water (navigable/surface)","C"
"2600101402","10-2012-0081","3000005014","3000005151","3000003516",,"905",,"39510","lbs","SWT","Water (navigable/surface)","C"
"2600101523","05-2012-0308","2600010940","3000003809","3000002446",,"10486",,"83220","lbs","SWT","Water (navigable/surface)","C"
"2600101801","06-2012-1780","2600010981","3000000359","3000000233",,"10754",,"30","lbs","SWT","Water (navigable/surface)","C"
"2600102685","04-2012-4001","2600011140","2700001084","2700000680",,"6614",,"375","lbs","LAN","Land","C"
"2600103455","08-2012-0030","3000000153","3000001472","3000001093",,"3256",,".12","yd3","SWT","Water (navigable/surface)","C"
"2600103455","08-2012-0030","3000000153","3000001473","3000001096",,"2856",,"824.16","gal","SWT","Water (navigable/surface)","C"
"2600103455","08-2012-0030","3000000153","3000001473","3000001096",,"2856",,"824.16","gal","SWT","Water (navigable/surface)","C"
"2600103455","08-2012-0030","3000000153","3000001473","3000001094",,"3256",,"1799.82","gal","SWT","Water (navigable/surface)","C"
"2600104203","06-2012-1109","2600011581","2700001524","2700001081",,"6596",,"1","WELLS","WSU","Water (underground source)","C"
"2600104266","01-2012-2033","3000009828","3000010316","3000007122",,"10178",,"1378","lbs","SWT","Water (navigable/surface)","C"
"2600104391","06-2012-3538","3000004849","3000004926","3000003326",,"375",,"13000","lbs","AIR","Air","C"
"2600104985","04-2012-5752","2600011847","2700001820","2700001340",,"6580",,"6.28","ACRS","WTL","Water (wetlands)","C"
"3000000462","03-2012-0071","3000000008","3000009500","3000006594",,"6614",,"13352","lbs","LAN","Land","C"
"3000000560","04-2012-8001","3000000035","3000001966","3000001396",,"10146",,"80000","lbs","AIR","Air","C"
"3000000707","02-2012-3026","3000000046","3000000066","3000000073",,"2215",,"6.93","PNDSYR","SWT","Water (navigable/surface)","C"
"3000001082","10-2012-0098","3000000061","3000000767","3000000561",,"11209",,"11000","gal","LAN","Land","C"
"3000001886","02-2012-7938","3000000189","3000000280","3000000200",,"6583",,"10000","gal","LAN","Land","C"
"3000003388","04-2012-8006","3000000263","3000001961","3000001391",,"375",,"29244","lbs","AIR","Air","C"
"3000003415","06-2012-1794","3000000264","3000000386","3000000242",,"12130",,"3639","PNDSYR","SWT","Water (navigable/surface)","C"
"3000003436","06-2012-1808","3000000269","3000000396","3000000244",,"12130",,"28615","PNDSYR","SWT","Water (navigable/surface)","C"
"3000004421","02-2012-8300","3000000443","3000000595","3000000437",,"6639",,"192","PPL","DWT","Water (drinking)","C"
"3000005121","02-2012-8304","3000000500","3000000701","3000000522",,"6638",,"0","PPL","DWT","Water (drinking)","C"
"3000007494","02-2012-3003","3000000864","3000001191","3000000871",,"360",,"499","PNDSYR","SWT","Water (navigable/surface)","C"
"3000007802","04-2012-3009","3000000907","3000001263","3000000930",,"6662",,"16","lbs","LAN","Land","C"
"3000008139","07-2012-0108","3000000936","3000001296","3000000939",,"6583",,"24000","gal","LAN","Land","C"
"3000008572","04-2012-3008","3000000946","3000001318","3000000956",,"6662",,"0","lbs","LAN","Land","C"
"3000009034","02-2012-3021","3000000962","3000001340","3000000980",,"12196",,"600","PNDSYR","SWT","Water (navigable/surface)","C"
"3000009446","02-2012-3022","3000001003","3000001385","3000001007",,"6352",,"1","PNDSYR","SWT","Water (navigable/surface)","C"
"3000009540","02-2012-7101","3000001014","3000001402","3000001026",,"6614",,"108578560","lbs","LAN","Land","C"
"3000010027","02-2012-3028","3000001069","3000001467","3000001091",,"6861",,"0","lbs","SWT","Water (navigable/surface)","C"
"3000010172","08-2012-0045","3000001075","3000001802","3000001286",,"7536",,"77681","lbs","AIR","Air","C"
"3000010371","03-2012-0002","3000001098","3000001555","3000001138",,"2856",,"1276000","gal","SWT","Water (navigable/surface)","C"
"3000010916","05-2012-1012","3000007682","3000010679","3000007484",,"603",,"25600","yd3","SIL","Soil","C"
"3000011390","06-2012-1223","3000001183","3000010666","3000007473",,"7879",,"2070","PPL","DWT","Water (drinking)","C"
"3000012436","10-2012-7986","3000001233","3000001764","3000001264",,"10305",,"2640","lbs","AIR","Air","C"
"3000012813","10-2012-0120","3000001254","3000002206","3000001436",,"6862",,"0","yd3","SIL","Soil","C"
"3000012817","09-2012-6000","3000001255","3000002002","3000001406",,"467",,"14600","PPL","DWT","Water (drinking)","C"
"3000016875","04-2012-3265","3000001582","3000002283","3000001523",,"6662",,"0","lbs","LAN","Land","C"
"3000016898","05-2012-0046","3000001583","3000002280","3000001520",,"6662",,"88000","lbs","LAN","Land","C"
"3000019798","10-2012-0134","3400001106","3400000833","3400000607",,"6613",,"15000000","lbs","SWT","Water (navigable/surface)","C"
"3000020600","HQ-2012-8006","3000002240","3000002803","3000001822",,"7659",,"1360","gal","SWT","Water (navigable/surface)","C"
"3000020600","HQ-2012-8006","3000002240","3000002823","3000001840",,"11921",,"20000","lbs","AIR","Air","C"
"3000021370","06-2012-4322","3000002603","3000003040","3000001940",,"11681",,"112476","gal","SWT","Water (navigable/surface)","C"
"3000021504","08-2012-0053","3000003587","3000003893","3000002545",,"4146",,"71","PPL","DWT","Water (drinking)","C"
"3000021868","02-2012-3041","3000002722","3000003163","3000002030",,"360",,"17","PNDSYR","SWT","Water (navigable/surface)","C"
"3000022464","10-2012-0142","3000006646","3000006607","3000004519",,"10292",,"182000","gal","SWT","Water (navigable/surface)","C"
"3000022698","03-2012-0123","3000002881","3000003301","3000002103",,"10366",,"120","lbs","AIR","Air","C"
"3000025829","02-2012-3043","3000003540","3000003700","3000002364",,"5948",,"2172","lbs","SWT","Water (navigable/surface)","C"
"3000028585","02-2012-0010","3600045229","3600026214","3600018811",,"7375",,"40980","yd3","SIL","Soil","C"
"3000029132","06-2012-1836","3000004004","3000004140","3000002760",,"12130",,"20117","lbs","SWT","Water (navigable/surface)","C"
"3000029985","06-2012-0938","3000004122","3000010017","3000006926",,"6614",,"497778000","lbs","LAN","Land","C"
"3000030304","06-2012-1838","3000004240","3000004300","3000002900",,"12130",,"5963","lbs","SWT","Water (navigable/surface)","C"
"3000030866","06-2012-1227","3000004421","3000010632","3000007441",,"7879",,"513","PPL","DWT","Water (drinking)","C"
"3000031186","06-2012-3562","3000008143","3000008072","3000005701",,"5409",,"8000","lbs","AIR","Air","C"
"3000031316","03-2012-0038","3000004543","3000004681","3000003183",,"10486",,"1876","PNDSYR","SWT","Water (navigable/surface)","C"
"3000031316","03-2012-0038","3000004543","3000006024","3000004146",,"6583",,"15000","gal","LAN","Land","C"
"3000031316","03-2012-0038","3000004543","3000006023","3000004144",,"6583",,"15000","gal","LAN","Land","C"
"3000032539","05-2012-5034","3600048094","3600025424","3600018181",,"6614",,"359364","lbs","LAN","Land","C"
"3000033349","03-2012-6055","3000005782","3000005744","3000003943",,"2448",,"0","lbs","LAN","Land","C"
"3000033766","06-2012-3560","3000008103","3000008041","3000005661",,"5409",,"36000","lbs","AIR","Air","C"
"3000034344","06-2012-4326","3000005240","3000005362","3000003680",,"11681",,"14165","gal","SWT","Water (navigable/surface)","C"
"3000034411","04-2008-9141","3000005262","3000005802","3000004000",,"6614",,"1489","lbs","LAN","Land","C"
"3000034818","05-2012-0065","3000005421","3000005603","3000003820",,"6662",,"85000","lbs","LAN","Land","C"
"3000034857","10-2012-0162","3000005441","3000005606","3000003824",,"10296",,"22000","gal","LAN","Land","C"
"3000035926","07-2012-0185","3600017841","3600010480","3600008020",,"12289",,"65000000","PNDSYR","AIR","Air","C"
"3000036591","03-2012-7017","3600004127","3600003060","3600002180",,"6580",,"3.38","ACRS","WTL","Water (wetlands)","C"
"3000036591","03-2012-7017","3600004127","3600003060","3600002181",,"200001301",,"5357","LFls","WTL","Water (wetlands)","C"
"3000036626","03-2012-0205","3000005785","3000005764","3000003965",,"10278",,"0","yd3","GWT","Water (ground)","C"
"3000036626","03-2012-0205","3000005785","3000005764","3000003967",,"10259",,"0","yd3","GWT","Water (ground)","C"
"3000037565","03-2012-0141","3000006000","3000008268","3000005823",,"10151",,"0","yd3","LAN","Land","C"
"3000037887","08-2012-0082","3000006065","3000007446","3000005186",,"10331",,"1000","gal","SWT","Water (navigable/surface)","C"
"3000038176","05-2012-7149","3000006201","3000006120","3000004180",,"7659",,"250","gal","SWT","Water (navigable/surface)","C"
"3000038253","05-2012-7150","3000006242","3000006160","3000004200",,"7659",,"500","gal","SWT","Water (navigable/surface)","C"
"3000038875","02-2012-2011","3000006400","3000006280","3000004302",,"11427",,"0","yd3","SIL","Soil","C"
"3000038918","06-2012-1840","3000006421","3000009397","3000006527",,"10754",,"490","lbs","SWT","Water (navigable/surface)","C"
"3000041504","02-2012-2005","3600057072","3600026858","3600019188",,"6613",,"0","yd3","SIL","Soil","C"
"3000043655","06-2012-0340","3000007036","3000007103","3000004942",,"6662",,"220","lbs","LAN","Land","C"
"3000044124","06-2012-0341","3000007044","3000007104","3000004943",,"6662",,"20","lbs","LAN","Land","C"
"3000044887","02-2012-2007","3000007200","3000007080","3000004920",,"6562",,"695","yd3","SIL","Soil","C"
