"PGM_SYS_ACRNM","PGM_SYS_ID","REGISTRY_ID","AGENCY","ACTIVITY_TYPE_CODE","ENF_TYPE_CODE","ENF_TYPE_DESC","ACHIEVED_DATE","ENF_IDENTIFIER","STATUTE"
"ICIS","3000000024","110045464859","EPA","AIF","NONC","Notice of Noncompliance Issued","07/13/2012","07-200070914","TSCA"
"ICIS","3000000502","110045465091","EPA","AIF","NONC","Notice of Noncompliance Issued","03/08/2012","04-200062419","TSCA"
"ICIS","3000004241","110045465956","EPA","AIF","NONC","Notice of Noncompliance Issued","03/29/2012","04-200063331","TSCA"
"ICIS","3000002980","110045466045","EPA","AIF","NONC","Notice of Noncompliance Issued","03/20/2012","04-200062952","TSCA"
"ICIS","3000002982","110045466054","EPA","AIF","NONC","Notice of Noncompliance Issued","03/20/2012","04-200062956","TSCA"
"ICIS","3000002984","110045466063","EPA","AIF","NONC","Notice of Noncompliance Issued","03/20/2012","04-200062958","TSCA"
"ICIS","3000003104","110045466152","EPA","AIF","NOV","Notice of Violation","03/20/2012","06-200063015","SDWA"
"ICIS","3000007416","110045466508","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter",,"08-200081562","TSCA"
"ICIS","3000006491","110045466811","EPA","AIF","NONC","Notice of Noncompliance Issued","04/12/2012","04-200064072","TSCA"
"ICIS","3000004324","110045467259","EPA","AIF","NONC","Notice of Noncompliance Issued","03/29/2012","04-200063340","TSCA"
"ICIS","3000004335","110045467277","EPA","AIF","NONC","Notice of Noncompliance Issued","03/29/2012","04-200063345","TSCA"
"ICIS","1800010822","110045467491","EPA","AIF","NOV","Notice of Violation","07/08/2022","04-200215651","SDWA"
"ICIS","3000005244","110045467981","EPA","AIF","NOV","Notice of Violation","03/30/2012","05-200063825","SDWA"
"ICIS","3000007548","110045469266","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","08/07/2012","02-200073626","TSCA"
"ICIS","3000007630","110045469382","EPA","AIF","NONC","Notice of Noncompliance Issued","05/01/2012","08-200066516","TSCA"
"ICIS","2600046965","110045469774","EPA","AIF","NONC","Notice of Noncompliance Issued","05/28/2012","01-200074376","EPCRA"
"ICIS","2600043126","110045469845","EPA","AIF","NONC","Notice of Noncompliance Issued","01/26/2012","04-200059452","TSCA"
"ICIS","3000000070","110045469907","EPA","AIF","NONC","Notice of Noncompliance Issued","12/30/2016","08-200145322","TSCA"
"ICIS","3000003935","110045471191","EPA","AIF","NONC","Notice of Noncompliance Issued","01/15/2013","02-200086478","TSCA"
"ICIS","3000002700","110045471253","EPA","AIF","NOV","Notice of Violation","03/15/2012","06-200062811","SDWA"
"ICIS","3000002700","110045471253","EPA","AIF","NOV","Notice of Violation",,"06-200170693","SDWA"
"ICIS","3000002701","110045471262","EPA","AIF","NOV","Notice of Violation","03/15/2012","06-200062811","SDWA"
"ICIS","3000002701","110045471262","EPA","AIF","NOV","Notice of Violation","02/04/2016","06-200136422","SDWA"
"ICIS","3000003735","110045471574","EPA","AIF","NONC","Notice of Noncompliance Issued","06/11/2012","07-200067410","TSCA"
"ICIS","3000003735","110045471574","EPA","AIF","NONC","Notice of Noncompliance Issued","06/11/2012","07-200067413","TSCA"
"ICIS","3000007855","110045471930","EPA","AIF","NOV","Notice of Violation","10/16/2019","08-200183848","SDWA"
"ICIS","3000005035","110045473956","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","01/16/2013","02-200077631","TSCA"
"ICIS","3601049900","110045509133","EPA","AIF","NOV","Notice of Violation","03/22/2021","05-200195366","CAA"
"ICIS","3400103602","110045525160","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","11/22/2013","05-200103991","FIFRA"
"ICIS","1400019720","110045537022","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","03/30/2009","HQ-200014791","CAA"
"ICIS","1400019716","110045537237","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","03/30/2009","HQ-200014791","CAA"
"RCRAINFO","KSR000000232","110045543532","EPA","AIF","NOV","Notice of Violation","07/14/2010","07-200040187","RCRA"
"RCRAINFO","MOD095038329","110045547547","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","12/17/2008","07-200013428","RCRA"
"RCRAINFO","MOD095038329","110045547547","EPA","AIF","NOV","Notice of Violation","10/22/2008","07-200013426","RCRA"
"RCRAINFO","MNS000154732","110045547903","EPA","AIF","NOV","Notice of Violation","01/08/2013","05-200077814","RCRA"
"TRIS","28458MRPHY152FA","110045599205","EPA","AIF","NONC","Notice of Noncompliance Issued","10/01/2004","04-100021117","EPCRA"
"ICIS","46823","110045614304","EPA","AIF","NOV","Notice of Violation",,"08-100018224","CWA"
"ICIS","3000040434","110045692684","EPA","AIF","NONC","Notice of Noncompliance Issued","12/28/2016","08-200147205","EPCRA"
"ICIS","2200014876","110045737985","EPA","AIF","NONC","Notice of Noncompliance Issued","01/21/2011","07-200043331","TSCA"
"RCRAINFO","NER000500439","110045745431","EPA","AIF","NOV","Notice of Violation","11/05/2008","07-200022392","RCRA"
"RCRAINFO","NED007266059","110045949462","EPA","AIF","NOV","Notice of Violation","01/13/2010","07-200036850","RCRA"
"ICIS","3400045252","110045954892","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","03/24/2014","08-200096168","CAA"
"ICIS","3400045252","110045954892","EPA","AIF","NONC","Notice of Noncompliance Issued","03/24/2014","08-200096169","EPCRA"
"ICIS","3400081623","110045954909","EPA","AIF","NONC","Notice of Noncompliance Issued",,"08-200148956","CAA"
"ICIS","3601391284","110045959067","EPA","AIF","NONC","Notice of Noncompliance Issued","03/09/2022","06-200208558","SDWA"
"RCRAINFO","ILR000170027","110045972569","EPA","AIF","NOV","Notice of Violation","01/04/2017","05-200152299","RCRA"
"RCRAINFO","MIK196214621","110045979125","EPA","AIF","NOV","Notice of Violation","02/28/2022","05-200208526","RCRA"
"RCRAINFO","WIR000144113","110045993993","EPA","AIF","NOV","Notice of Violation","06/23/2015","05-200130063","RCRA"
"RCRAINFO","ILR000056101","110045995170","EPA","AIF","NOV","Notice of Violation",,"05-200046179","RCRA"
"ICIS","3400030217","110046009163","EPA","AIF","NOV","Notice of Violation","12/04/2012","05-200081853","FIFRA"
"ICIS","3602133819","110046014344","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","02/10/2026","05-200288108","FIFRA"
"ICIS","3400104045","110046094766","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","09/04/2014","05-200104073","FIFRA"
"TRIS","69145CSTRN4386E","110046122753","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","10/14/2017","07-200142508","EPCRA"
"ICIS","3000019478","110046192767","EPA","AIF","NONC","Notice of Noncompliance Issued","06/13/2012","09-200069572","TSCA"
"ICIS","3000019478","110046192767","EPA","AIF","NONC","Notice of Noncompliance Issued","07/27/2012","09-200071703","TSCA"
"RCRAINFO","AKD983068990","110046228275","EPA","AIF","NOV","Notice of Violation","06/09/2025","10-200277621","RCRA"
"RCRAINFO","AKR000203000","110046228284","EPA","AIF","NOV","Notice of Violation","06/09/2025","10-200277624","RCRA"
"RCRAINFO","AKR000203471","110046228300","EPA","AIF","NOV","Notice of Violation","06/13/2025","10-200277622","RCRA"
"ICIS","3600056495","110046229719","EPA","AIF","NOV","Notice of Violation","07/02/2015","09-200125041","FIFRA"
"RCRAINFO","MIK544616144","110046238406","EPA","AIF","NOV","Notice of Violation","06/27/2014","05-200129545","RCRA"
"SSTS","071173ND002","110046239913","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","01/24/2017","08-200149575","FIFRA"
"RCRAINFO","INR000119958","110046249813","EPA","AIF","NOV","Notice of Violation","05/27/2010","05-200036853","RCRA"
"RCRAINFO","OHD987001419","110046261987","EPA","AIF","NONC","Notice of Noncompliance Issued","05/06/2002","HQ-100018763","EPCRA"
"RCRAINFO","WIR000048330","110046264412","EPA","AIF","NOV","Notice of Violation","03/13/2008","05-200008563","RCRA"
"TRIS","07724LCTRN1INDU","110046278782","EPA","AIF","NONC","Notice of Noncompliance Issued","03/28/2014","02-200096852","EPCRA"
"ICIS","3600072249","110046285024","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","10/13/2015","02-200129814","TSCA"
"ICIS","3000010704","110046285827","EPA","AIF","NOV","Notice of Violation","02/21/2012","05-200065594","FIFRA"
"ICIS","3000010711","110046286041","EPA","AIF","NOV","Notice of Violation","02/17/2012","05-200065598","FIFRA"
"ICIS","3000010711","110046286041","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","06/17/2014","05-200103647","FIFRA"
"ICIS","3000010715","110046286130","EPA","AIF","NOV","Notice of Violation","02/17/2012","05-200065601","FIFRA"
"ICIS","3000010106","110046286372","EPA","AIF","NOV","Notice of Violation","02/21/2012","05-200065233","FIFRA"
"ICIS","3000010106","110046286372","EPA","AIF","NOV","Notice of Violation","02/17/2012","05-200065234","FIFRA"
"ICIS","3000010106","110046286372","EPA","AIF","NOV","Notice of Violation","02/21/2012","05-200065554","FIFRA"
"ICIS","3000010107","110046286452","EPA","AIF","NOV","Notice of Violation","02/17/2012","05-200065235","FIFRA"
"ICIS","3000010115","110046286595","EPA","AIF","NONC","Notice of Noncompliance Issued","01/15/2013","02-200079591","TSCA"
"ICIS","3000010161","110046286826","EPA","AIF","NOV","Notice of Violation","02/14/2012","05-200065263","FIFRA"
"ICIS","3000010162","110046287022","EPA","AIF","NOV","Notice of Violation","02/09/2012","05-200065265","FIFRA"
"ICIS","3000010164","110046287148","EPA","AIF","NOV","Notice of Violation","02/06/2012","05-200065267","FIFRA"
"ICIS","3000010165","110046287175","EPA","AIF","NOV","Notice of Violation","02/06/2012","05-200065268","FIFRA"
"ICIS","3000010168","110046287282","EPA","AIF","NOV","Notice of Violation","02/01/2012","05-200065271","FIFRA"
"ICIS","3000019322","110046288968","EPA","AIF","NONC","Notice of Noncompliance Issued","12/12/2012","02-200076621","TSCA"
"ICIS","3000019328","110046289002","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","10/10/2012","08-200077839","TSCA"
"ICIS","3000017704","110046289627","EPA","AIF","NONC","Notice of Noncompliance Issued","12/12/2012","02-200076619","TSCA"
"ICIS","3000019809","110046289930","EPA","AIF","NOV","Notice of Violation","07/13/2012","06-200069735","SDWA"
"ICIS","3000011140","110046291357","EPA","AIF","NONC","Notice of Noncompliance Issued","05/22/2012","04-200065875","TSCA"
"ICIS","3000011141","110046291428","EPA","AIF","NOV","Notice of Violation","05/17/2012","06-200065873","SDWA"
"ICIS","3000011142","110046291491","EPA","AIF","NOV","Notice of Violation","05/17/2012","06-200065874","SDWA"
"ICIS","3000011143","110046291525","EPA","AIF","NONC","Notice of Noncompliance Issued","05/22/2012","04-200065877","TSCA"
"ICIS","3000011144","110046291561","EPA","AIF","NOV","Notice of Violation","05/17/2012","06-200065876","SDWA"
"ICIS","3000011144","110046291561","EPA","AIF","NOV","Notice of Violation","08/09/2012","06-200071591","SDWA"
"ICIS","3000011147","110046291632","EPA","AIF","NONC","Notice of Noncompliance Issued","05/22/2012","04-200065880","TSCA"
"ICIS","3000011213","110046291981","EPA","AIF","NOV","Notice of Violation","06/29/2012","05-200074413","CWA"
"RCRAINFO","PAD030069140","110046292677","EPA","AIF","NOV","Notice of Violation","07/18/2007","03-200007398","RCRA"
"ICIS","3000018650","110046292793","EPA","AIF","NONC","Notice of Noncompliance Issued","07/06/2012","04-200068953","TSCA"
"ICIS","3000018653","110046292800","EPA","AIF","NONC","Notice of Noncompliance Issued","07/06/2012","04-200068954","TSCA"
"ICIS","3000018877","110046293088","EPA","AIF","NONC","Notice of Noncompliance Issued","12/12/2012","02-200076616","TSCA"
"ICIS","3000018879","110046293104","EPA","AIF","NONC","Notice of Noncompliance Issued","12/12/2012","02-200076618","TSCA"
"ICIS","3000020490","110046293293","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","01/07/2013","08-200083531","FIFRA"
"ICIS","3000020510","110046293319","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","01/08/2013","08-200083537","FIFRA"
"ICIS","3000020524","110046293355","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","01/07/2013","08-200083534","FIFRA"
"ICIS","3000020527","110046293364","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","01/07/2013","08-200083533","FIFRA"
"ICIS","3000020528","110046293444","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","01/07/2013","08-200083536","FIFRA"
"ICIS","3000020556","110046293514","EPA","AIF","NONC","Notice of Noncompliance Issued",,"09-200070130","TSCA"
"ICIS","3000020556","110046293514","EPA","AIF","NONC","Notice of Noncompliance Issued",,"09-200071705","TSCA"
"ICIS","3000015546","110046293596","EPA","AIF","NONC","Notice of Noncompliance Issued","06/19/2012","04-200067650","TSCA"
"ICIS","3000020588","110046293667","EPA","AIF","NONC","Notice of Noncompliance Issued","12/12/2012","02-200076622","TSCA"
"ICIS","3000039647","110046293836","EPA","AIF","NONC","Notice of Noncompliance Issued","11/13/2012","04-200075777","TSCA"
"ICIS","3000015549","110046293836","EPA","AIF","NONC","Notice of Noncompliance Issued","06/19/2012","04-200067651","TSCA"
"ICIS","3000015562","110046294274","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","01/03/2013","08-200077097","TSCA"
"ICIS","3000015562","110046294274","EPA","AIF","NONC","Notice of Noncompliance Issued","12/19/2012","08-200076807","TSCA"
"ICIS","3000019624","110046294327","EPA","AIF","NOV","Notice of Violation","02/06/2013","01-200082731","CWA"
"ICIS","3000018885","110046294407","EPA","AIF","NONC","Notice of Noncompliance Issued","12/12/2012","02-200076620","TSCA"
"ICIS","3000015566","110046294498","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","03/21/2013","08-200080667","TSCA"
"ICIS","3000015572","110046294513","EPA","AIF","NONC","Notice of Noncompliance Issued","12/19/2012","08-200076809","TSCA"
"ICIS","3000011465","110046294595","EPA","AIF","NOV","Notice of Violation","02/08/2012","05-200066018","FIFRA"
"ICIS","3000018894","110046294675","EPA","AIF","NONC","Notice of Noncompliance Issued","11/13/2012","02-200076178","TSCA"
"ICIS","3000009504","110046295380","EPA","AIF","NOV","Notice of Violation","02/03/2012","05-200064930","FIFRA"
"ICIS","3000011468","110046295380","EPA","AIF","NOV","Notice of Violation","02/17/2012","05-200066020","FIFRA"
"ICIS","3000011469","110046295399","EPA","AIF","NOV","Notice of Violation","02/17/2012","05-200066021","FIFRA"
"ICIS","3000011470","110046295497","EPA","AIF","NOV","Notice of Violation","02/17/2012","05-200066022","FIFRA"
"ICIS","3000011473","110046295585","EPA","AIF","NOV","Notice of Violation","02/17/2012","05-200066023","FIFRA"
"ICIS","3000009522","110046295674","EPA","AIF","NOV","Notice of Violation","02/21/2012","05-200064934","FIFRA"
"ICIS","3000009533","110046295736","EPA","AIF","NOV","Notice of Violation","02/09/2012","05-200064936","FIFRA"
"ICIS","3000009534","110046295754","EPA","AIF","NOV","Notice of Violation","02/21/2012","05-200064938","FIFRA"
"ICIS","3000009535","110046295825","EPA","AIF","NOV","Notice of Violation","05/02/2012","06-200064937","SDWA"
"ICIS","3000009535","110046295825","EPA","AIF","NOV","Notice of Violation","10/09/2012","06-200074855","SDWA"
"ICIS","3000009535","110046295825","EPA","AIF","NOV","Notice of Violation","08/09/2012","06-200071610","SDWA"
"ICIS","3000009547","110046295941","EPA","AIF","NOV","Notice of Violation","02/14/2012","05-200064950","FIFRA"
"ICIS","3000009550","110046295978","EPA","AIF","NOV","Notice of Violation","02/01/2012","05-200064951","FIFRA"
"ICIS","3000019479","110046297164","EPA","AIF","NONC","Notice of Noncompliance Issued","07/10/2012","09-200069573","TSCA"
"ICIS","3000015724","110046297921","EPA","AIF","NOV","Notice of Violation","06/18/2012","05-200067778","FIFRA"
"ICIS","3000015726","110046297930","EPA","AIF","NOV","Notice of Violation","06/05/2012","05-200067780","FIFRA"
"ICIS","3000015827","110046298154","EPA","AIF","NONC","Notice of Noncompliance Issued","12/12/2012","02-200076617","TSCA"
"ICIS","3000019510","110046298421","EPA","AIF","NONC","Notice of Noncompliance Issued","08/09/2012","08-200071491","TSCA"
"ICIS","3000014642","110046299457","EPA","AIF","NONC","Notice of Noncompliance Issued","06/14/2012","04-200067330","TSCA"
"ICIS","3000022054","110046300935","EPA","AIF","NONC","Notice of Noncompliance Issued","07/26/2012","04-200070562","TSCA"
"ICIS","3000008699","110046301541","EPA","AIF","NONC","Notice of Noncompliance Issued","05/15/2012","02-200072833","TSCA"
"ICIS","3000021782","110046302050","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","10/10/2012","08-200077838","TSCA"
"ICIS","3000020205","110046302489","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","08/27/2012","08-200072891","TSCA"
"ICIS","3000009013","110046302951","EPA","AIF","NONC","Notice of Noncompliance Issued","04/06/2018","08-200172391","TSCA"
"ICIS","3000009044","110046303255","EPA","AIF","NONC","Notice of Noncompliance Issued","12/12/2012","02-200076615","TSCA"
"ICIS","3000009047","110046303264","EPA","AIF","NONC","Notice of Noncompliance Issued","12/12/2012","02-200076613","TSCA"
"ICIS","3000009050","110046303273","EPA","AIF","NONC","Notice of Noncompliance Issued","12/12/2012","02-200076612","TSCA"
"ICIS","3000009051","110046303282","EPA","AIF","NONC","Notice of Noncompliance Issued","12/12/2012","02-200076614","TSCA"
"ICIS","3000009661","110046304272","EPA","AIF","NONC","Notice of Noncompliance Issued","03/08/2013","05-200079917","TSCA"
"ICIS","3000009669","110046304281","EPA","AIF","NONC","Notice of Noncompliance Issued","05/10/2012","04-200065033","TSCA"
"ICIS","3000020046","110046304833","EPA","AIF","NOV","Notice of Violation","03/26/2025","10-200274831","CAA"
"ICIS","3000008446","110046305155","EPA","AIF","NONC","Notice of Noncompliance Issued","09/18/2012","02-200073894","TSCA"
"ICIS","3000011703","110046305930","EPA","AIF","NONC","Notice of Noncompliance Issued","09/18/2012","02-200073893","TSCA"
"ICIS","3000017405","110046305976","EPA","AIF","NONC","Notice of Noncompliance Issued","07/31/2012","08-200070793","TSCA"
"ICIS","3000009678","110046306029","EPA","AIF","NONC","Notice of Noncompliance Issued","12/18/2012","02-200077098","TSCA"
"ICIS","3000015965","110046306396","EPA","AIF","NONC","Notice of Noncompliance Issued","08/16/2012","02-200073533","TSCA"
"ICIS","3000016127","110046306573","EPA","AIF","NONC","Notice of Noncompliance Issued","01/19/2021","06-200196472","SDWA"
"ICIS","3601317910","110046306573","EPA","AIF","NOV","Notice of Violation","01/19/2021","06-200199557","CWA"
"ICIS","3000014147","110046306779","EPA","AIF","NOV","Notice of Violation","06/08/2012","06-200067150","SDWA"
"ICIS","3000014147","110046306779","EPA","AIF","NOV","Notice of Violation","04/17/2018","06-200162099","SDWA"
"ICIS","3000014156","110046306797","EPA","AIF","NOV","Notice of Violation","06/08/2012","06-200067166","SDWA"
"ICIS","3000014156","110046306797","EPA","AIF","NOV","Notice of Violation","07/14/2020","06-200190136","SDWA"
"ICIS","3000021445","110046307304","EPA","AIF","NONC","Notice of Noncompliance Issued","08/18/2021","08-200201005","TSCA"
"ICIS","3000008510","110046307705","EPA","AIF","NONC","Notice of Noncompliance Issued","08/09/2012","08-200073131","TSCA"
"ICIS","3000008573","110046307849","EPA","AIF","NONC","Notice of Noncompliance Issued","12/18/2012","02-200077099","TSCA"
"ICIS","3000008665","110046308018","EPA","AIF","NONC","Notice of Noncompliance Issued","03/08/2013","05-200079914","TSCA"
"ICIS","3000014158","110046308731","EPA","AIF","NOV","Notice of Violation","06/08/2012","06-200067166","SDWA"
"ICIS","3000014158","110046308731","EPA","AIF","NOV","Notice of Violation","01/24/2022","06-200206645","SDWA"
"ICIS","3000014180","110046308740","EPA","AIF","NOV","Notice of Violation","06/08/2012","06-200067171","SDWA"
"ICIS","3000014180","110046308740","EPA","AIF","NOV","Notice of Violation","08/20/2014","06-200102491","SDWA"
"ICIS","3000014180","110046308740","EPA","AIF","NOV","Notice of Violation","07/23/2020","06-200190157","SDWA"
"ICIS","3000014181","110046308795","EPA","AIF","NOV","Notice of Violation","06/08/2012","06-200067171","SDWA"
"ICIS","3000014199","110046308811","EPA","AIF","NONC","Notice of Noncompliance Issued","06/11/2012","04-200067183","TSCA"
"ICIS","3000009205","110046308866","EPA","AIF","NOV","Notice of Violation","02/03/2012","05-200064730","FIFRA"
"ICIS","3000009206","110046308900","EPA","AIF","NOV","Notice of Violation","02/21/2012","05-200064732","FIFRA"
"ICIS","7345260","110046309080","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","06/17/2014","05-200103316","FIFRA"
"ICIS","3000009600","110046309080","EPA","AIF","NOV","Notice of Violation","02/08/2012","05-200064996","FIFRA"
"ICIS","3000009889","110046309080","EPA","AIF","NOV","Notice of Violation","02/08/2012","05-200065091","FIFRA"
"ICIS","3000009890","110046309080","EPA","AIF","NOV","Notice of Violation","02/08/2012","05-200065092","FIFRA"
"ICIS","3000009890","110046309080","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","06/17/2014","05-200103874","FIFRA"
"ICIS","3000009604","110046309080","EPA","AIF","NOV","Notice of Violation","02/03/2012","05-200064998","FIFRA"
"ICIS","3000009901","110046309133","EPA","AIF","NONC","Notice of Noncompliance Issued","01/15/2013","02-200079654","TSCA"
"ICIS","3000009905","110046309142","EPA","AIF","NONC","Notice of Noncompliance Issued","09/18/2012","02-200073895","TSCA"
"ICIS","3000009914","110046309268","EPA","AIF","NOV","Notice of Violation","05/09/2012","06-200065138","SDWA"
"ICIS","3000009914","110046309268","EPA","AIF","NOV","Notice of Violation","03/27/2013","06-200081035","SDWA"
"ICIS","3000009914","110046309268","EPA","AIF","NOV","Notice of Violation","01/24/2022","06-200206716","SDWA"
"ICIS","3000009933","110046309339","EPA","AIF","NOV","Notice of Violation","05/09/2012","06-200065150","SDWA"
"ICIS","3000009933","110046309339","EPA","AIF","NOV","Notice of Violation","02/02/2022","06-200206867","SDWA"
"ICIS","3000037864","110046309357","EPA","AIF","NOV","Notice of Violation","10/16/2012","05-200075316","FIFRA"
"ICIS","3000010050","110046309357","EPA","AIF","NOV","Notice of Violation","02/14/2012","05-200065182","FIFRA"
"ICIS","3000010050","110046309357","EPA","AIF","NOV","Notice of Violation","10/16/2012","05-200075149","FIFRA"
"ICIS","3000010050","110046309357","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","03/01/2019","05-200171852","FIFRA"
"ICIS","3000013380","110046310416","EPA","AIF","NONC","Notice of Noncompliance Issued","04/05/2012","09-200066850","TSCA"
"ICIS","3000014300","110046311200","EPA","AIF","NONC","Notice of Noncompliance Issued","05/31/2012","05-200067205","FIFRA"
"ICIS","3000018500","110046315484","EPA","AIF","NOV","Notice of Violation","06/26/2012","06-200068873","SDWA"
"ICIS","3000018500","110046315484","EPA","AIF","NOV","Notice of Violation","08/09/2012","06-200071586","SDWA"
"ICIS","3000010616","110046315750","EPA","AIF","NOV","Notice of Violation","05/17/2012","06-200065510","SDWA"
"ICIS","3000010616","110046315750","EPA","AIF","NOV","Notice of Violation","10/10/2014","06-200106392","SDWA"
"ICIS","3000010617","110046315769","EPA","AIF","NONC","Notice of Noncompliance Issued","03/08/2013","05-200079911","TSCA"
"ICIS","3000010662","110046315821","EPA","AIF","NONC","Notice of Noncompliance Issued","05/31/2012","08-200066515","TSCA"
"ICIS","3000010670","110046316205","EPA","AIF","NOV","Notice of Violation","02/17/2012","05-200065551","FIFRA"
"ICIS","3000010673","110046316866","EPA","AIF","NOV","Notice of Violation","02/21/2012","05-200065552","FIFRA"
"ICIS","3000009231","110046318285","EPA","AIF","NONC","Notice of Noncompliance Issued","05/07/2012","04-200064787","TSCA"
"ICIS","3000009232","110046318392","EPA","AIF","NOV","Notice of Violation","02/06/2012","05-200064786","FIFRA"
"ICIS","3000009235","110046318472","EPA","AIF","NOV","Notice of Violation","02/07/2012","05-200064788","FIFRA"
"ICIS","3000009235","110046318472","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","03/20/2014","05-200103903","FIFRA"
"ICIS","3000018628","110046318597","EPA","AIF","NONC","Notice of Noncompliance Issued","07/06/2012","04-200068950","TSCA"
"ICIS","3000018633","110046318613","EPA","AIF","NONC","Notice of Noncompliance Issued",,"04-200068951","TSCA"
"ICIS","3000018639","110046318640","EPA","AIF","NONC","Notice of Noncompliance Issued","07/06/2012","04-200068952","TSCA"
"ICIS","3000013488","110046319541","EPA","AIF","NONC","Notice of Noncompliance Issued","06/06/2012","09-200066917","TSCA"
"ICIS","3601249506","110046339048","EPA","AIF","NONC","Notice of Noncompliance Issued","04/06/2022","08-200209577","EPCRA"
"ICIS","3601249502","110046339084","EPA","AIF","NONC","Notice of Noncompliance Issued","04/06/2022","08-200209580","EPCRA"
"RCRAINFO","NHD980671077","110046365704","EPA","AIF","NOV","Notice of Violation","12/23/2002","01-100018834","RCRA"
"ICIS","3000023536","110046385835","EPA","AIF","NONC","Notice of Noncompliance Issued",,"08-200074280","CAA"
"ICIS","3000026256","110046386317","EPA","AIF","NONC","Notice of Noncompliance Issued","09/14/2012","08-200074140","CAA"
"ICIS","3400040886","110046436923","EPA","AIF","NONC","Notice of Noncompliance Issued","11/04/2013","05-200089405","TSCA"
"ICIS","3600155461","110046452539","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","04/22/2016","05-200136117","FIFRA"
"ICIS","3400033559","110046527576","EPA","AIF","NOV","Notice of Violation","12/04/2012","05-200083068","FIFRA"
"ICIS","3000032437","110046531712","EPA","AIF","NOV","Notice of Violation","08/21/2019","08-200184745","RCRA"
"ICIS","3000032437","110046531712","EPA","AIF","NOV","Notice of Violation","02/12/2020","08-200184746","RCRA"
"RCRAINFO","WID988614699","110046542390","EPA","AIF","NOV","Notice of Violation",,"05-200012484","RCRA"
"ICIS","3601762948","110046550371","EPA","AIF","NONC","Notice of Noncompliance Issued","07/24/2025","05-200283017","TSCA"
"ICIS","3600053519","110046576148","EPA","AIF","NOV","Notice of Violation","12/20/2018","05-200169600","CAA"
"RCRAINFO","WVD003095536","110046604279","EPA","AIF","NOV","Notice of Violation","12/15/2005","03-100017658","RCRA"
"SFDW","OK3002415","110046624701","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200285312","SDWA"
"SFDW","OK3007251","110046628262","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200285286","SDWA"
"SFDW","OK3002157","110046650101","EPA","AIF","NONC","Notice of Noncompliance Issued","01/27/2026","06-200285347","SDWA"
"SFDW","OK2006045","110046651397","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200286421","SDWA"
"SFDW","OK3001214","110046657177","EPA","AIF","NONC","Notice of Noncompliance Issued","01/27/2026","06-200285340","SDWA"
"SFDW","TX0310006","110047517555","EPA","AIF","NONC","Notice of Noncompliance Issued","04/15/2026","06-200288720","SDWA"
"SFDW","TX0310009","110047517556","EPA","AIF","NONC","Notice of Noncompliance Issued","04/15/2026","06-200288743","SDWA"
"SFDW","OK4002654","110047786838","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200286407","SDWA"
"SFDW","OK4002663","110047786963","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200286429","SDWA"
"SFDW","TX1520067","110048344163","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200290962","SDWA"
"SFDW","OK5005553","110048357087","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200286406","SDWA"
"ICIS","3601703378","110048488631","EPA","AIF","NONC","Notice of Noncompliance Issued","08/08/2024","06-200260934","SDWA"
"SFDW","LA1017080","110048530586","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200286683","SDWA"
"SFDW","LA1017080","110048530586","EPA","AIF","NONC","Notice of Noncompliance Issued","03/19/2025","06-200275288","SDWA"
