"ACTIVITY_ID","CASE_NUMBER","REGIONAL_DOCKET_NMBR"
"1800067398","06-2010-3545","CAA-06-2010-3545"
"1800067402","06-2010-3540","CAA-06-2010-3540"
"1800067409","06-2010-3542","CAA-06-2010-3542"
"1800031269","02-2009-2020","CERCLA-02-2009-2020"
"1800068050","03-2010-0077","EPCRA-03-2010-0077"
"1800068057","03-2010-0038","TSCA-03-2010-0038"
"1800068062","04-2010-2011","EPCRA-04-2010-2011(b)"
"1800068483","07-2010-0056","CWA-07-2010-0047"
"1800068532","08-2010-0021","CAA-08-2010-0004"
"1800068541","07-2010-0058","CWA-07-2010-0027"
"1800068545","07-2010-0059","CWA-07-2010-0021"
"1800068546","08-2010-0023","FIFRA-08-2010-0004"
"1800068548","07-2010-0060","CWA-07-2010-0019"
"1800068554","07-2010-0061","CWA-07-2010-0022"
"1800068555","07-2010-0062","CWA-07-2010-0023"
"1800068557","07-2010-0063","CWA-07-2010-0028"
"1800068674","07-2010-0064","CWA-07-2010-0036"
"1800068676","06-2010-1709","06-2010-1709"
"1800068568","04-2010-5758","CWA-04-2010-5758"
"1800068572","04-2010-3001","FIFRA-04-2010-3001(b)"
"1800065759","07-2010-0041","CAA-07-2010-0001"
"1800011103","04-2008-9215","04-2008-9215"
"1800015977","04-2009-3771","CERCLA-04-2009-3771"
"1800015979","04-2009-3772","CERCLA-04-2009-3772"
"1800015982","04-2009-3773","CERC;A-04-2009-3773"
"1800067467","04-2010-5774","CWA-04-2010-5774"
"1800034472","02-2009-3502","CWA-02-2009-3502"
"1800034552","08-2009-0228","RCRA-08-2009-0002"
"1800064700","02-2010-7915","II-UST-FC-595EC"
"1800064798","05-2010-0011","FIFRA-05-2010-0004"
"1800067341","05-2010-3852","CAA-05-2010-0006"
"1800067341","05-2010-3852","RMP-09-ESA-014"
"1800067432","06-2010-3544","CAA-06-2010-3544"
"1800068280","04-2010-2003","CERCLA-04-2010-2003(b)"
"1800072013","07-2010-0073","TSCA-07-2009-0021"
"1800067470","04-2010-4750","CWA-04-2010-4750"
"1800067265","02-2010-7918","II-UST-FC-601EC"
"1800067284","02-2010-8003","SDWA-02-2010-8003"
"1800037209","03-2009-0076","CERC-03-2009-0076CR"
"1800066235","06-2010-1725","CWA-06-2010-1725"
"1800066246","07-2010-0045","4:10-57-CV-W-SOW"
"1800067268","08-2010-0019","CWA-08-2010-0002"
"1800067286","02-2010-8004","SDWA-02-2010-8004"
"1800067461","04-2010-5771","CWA-04-2010-5771"
"1800008820","04-2009-8031","CAA-04-2009-8031(b)"
"1800017391","04-2009-3942","CERCLA-04-2009-3942"
"1800065017","02-2010-9270","TSCA-02-2010-9270"
"1800065090","03-2010-0007","CWA-03-2010-0007"
"1800030001","08-2009-0218","CERCLA-08-2009-0007"
"1800030003","09-2009-1548","CWA 309(a)-09-015"
"1800030079","09-2009-1549","CWA 309(a)-09-018"
"1800030110","05-2009-1032","v-w-09-c-934"
"1800030150","05-2009-0161","TSCA-05-2009-0009"
"1800030209","09-2009-3508","CERCLA-09-2009-0003"
"1800030209","09-2009-3508","EPCRA-09-2009-0014"
"1800032109","02-2009-3503","CWA-02-2009-3503"
"1800032177","03-2009-0266","CWA-03-2009-0266DN"
"1800032185","03-2009-0314","CWA-03-2009-0314DN"
"1800032198","03-2009-0268","CWA-03-2009-0268"
"1800032229","03-2009-0319","CWA-03-2009-0314DN"
"1800032233","03-2009-0318","CWA-03-2009-0318DN"
"1800032337","09-2009-3009","EPCRA-9-2009-0021"
"1800030233","03-2009-6027","RCRA-03-2009-6027"
"1800068509","04-2010-5759","CWA-04-2010-5759"
"1800068523","02-2010-3303","CWA-02-2010-3303"
"1800068536","08-2010-0022","SDWA-08-2010-0009"
"1800068537","07-2010-0057","CWA-07-2010-0032"
"1800067361","04-2010-5764","CWA-04-2010-5764"
"1800064668","09-2010-3500","CAA(112R)-09-2020-0001"
"1800065911","07-2010-0044","TSCA-07-2009-0024"
"1800066088","04-2010-3751","CERCLA-04-2010-3751"
"1800066103","06-2010-1738","CWA-06-2010-1738"
"1800066584","04-2010-9805","FC# 001027"
"1800014067","05-2009-0317","CWA-05-2009-007"
"1800015701","02-2009-3072","CWA-02-2009-3072"
"1800015702","08-2009-0170","SDWA-08-2009-0071"
"1800008573","04-2009-0808","SDWA-04-2009-0808"
"1800063489","03-2010-0025","FIFRA-03-2010-0025"
"1800030275","03-2009-0292","CWA-03-2009-0292"
"1800030276","09-2009-3530","EPCRA-09-2009-0012"
"1800030300","03-2009-0302","FIFRA-03-2009-0302"
"1800030303","09-2009-3510","EPCRA-09-2009-0013"
"1800030920","02-2009-0034","1:16-cv-01522-TJM-DJS"
"1800030989","02-2009-0023","3:09-cv-05592-FLW-TJB"
"1800032049","05-2009-9921","RCRA-05-2009-0020"
"1800032129","02-2009-3601","CWA-02-2009-3601"
"1800032183","02-2009-3602","CWA-02-2009-3602"
"1800032206","03-2009-0315","CWA-03-2009-0315DN"
"1800032223","02-2009-2000","CERCLA-02-2009-2000"
"1800032239","03-2009-0272","CWA-03-2009-0272DN"
"1800032262","03-2009-0317","CWA-03-2009-0317DN"
"1800055849","05-2010-9901","RCRA-05-2010-0003"
"1800067199","04-2009-4261","RCRA-04-2009-4261(b)"
"1800068294","04-2010-5770","CWA-04-2010-5770"
"1800068295","04-2010-2015","EPCRA-04-2010-2015"
"1800048357","02-2010-0002","3:09-cv-05528-FLW-LHG"
"1800058089","03-2010-0018","CAA-03-2010-0018"
"1800058113","03-2010-0019","CAA-03-2010-0019DA"
"1800059829","03-2010-0037","CWA-03-2010-0037DW"
"1800063281","04-2010-1502","CAA-04-2010-1502(b)"
"1800040497","04-2010-1500","CAA-04-2010-1500(b)"
"1800040554","04-2009-4807","CWA-04-2009-4807"
"1800059960","02-2010-7912","II-UST-FC-537EC"
"1800062944","06-2010-4801","CWA-06-2010-4801"
"1800063123","04-2010-9802","FC #001048"
"1800063278","07-2010-0035","TSCA-07-2009-0020"
"1800065131","04-2010-0764","SDWA-04-2010-0764"
"1800038452","01-2010-1305","CAA-01-2010-0061"
"1800038529","01-2010-7001","01-2010-0016"
"1800015721","08-2009-0172","SDWA-08-2009-0073"
"1800015726","08-2009-0173","SDWA-08-2009-0074"
"1800039731","04-2010-9800","FC #001031"
"1800040231","04-2009-1512","CAA-04-2009-1512(b)"
"1800040299","04-2009-1524","CAA-04-2009-1524(b)"
"1800040303","02-2009-5101","FIFRA-02-2009-5101"
"1800040305","02-2009-5105","FIFRA-02-2009-5101"
"2600066679","03-2011-0273","CWA-03-2011-0273DN"
"2600076125","02-2012-7903","II-UST-FC-808EC"
"2600068376","07-2012-0002","CWA-07-2011-0116"
"1400023462","04-2009-9005","2:11-CV-00133"
"2600083578","07-2012-0041","CWA-07-2011-0097"
"3000053478","04-2012-1794","CAA-04-2012-1794"
"3000016259","02-2012-8070","SDWA-02-2012-8070"
"3000016266","02-2012-8071","SDWA-02-2012-8071"
"3000016273","02-2012-8072","SDWA-02-2012-8072"
"3000016279","02-2012-8073","SDWA-02-2012-8073"
"3000016280","02-2012-8074","SDWA-02-2012-8074"
"3000016295","02-2012-3501","CWA-02-2012-3501"
"3000016301","03-2012-6028","RCRA-03-2012-6028"
"3000016305","03-2012-6029","RCRA-03-2012-6029"
"3000016395","04-2012-0019","RCRA-04-2012-0019"
"3000016892","05-2012-0048","FIFRA-05-2012-0008"
"3000016984","04-2012-2036","EPCRA-04-2012-2036(b)"
"3000007802","04-2012-3009","FIFRA-04-2012-3009(b)"
"3000008680","04-2011-9120","04-2011-9120"
"3000006866","08-2012-0042","3:14-cv-3989"
"3000006971","04-2012-1510","CAA-04-2012-1510(b)"
"3000007175","02-2012-3304","CWA-02-2012-3304"
"3000007267","06-2012-4306","06-2012-4306"
"3000021868","02-2012-3041","CWA-02-2012-3041"
"3000021882","02-2012-3042","CWA-02-2012-3042"
"3000022607","02-2010-4206","EPCRA-02-2010-4206"
"3000022662","03-2012-0122","CAA-03-2012-0122"
"3000022698","03-2012-0123","CAA-03-2012-0123"
"3000023467","02-2012-3047","CWA-02-2012-3047"
"3000023740","05-2012-5023","CAA-HQ-2009-9998"
"3000021506","07-2012-0142","CERCLA-07-2012-0043"
"3000021508","07-2012-0143","CERCLA-07-2012-0042"
"3000021638","08-2012-0055","RCRA-08-2012-0002"
"3000022617","03-2012-0113","SDWA-03-2012-0113DS"
"3000022719","03-2012-0125","CAA-03-2012-0125"
"3000022790","03-2012-0128","CAA-03-2012-0128"
"3000033704","02-2012-7501","RCRA-02-2012-7501"
"3000033716","05-2012-7144","CERCLA-05-2012-0009"
"3000012029","09-2012-3503","CAA (112r)-09-2012-0004"
"3000036890","02-2012-0820","EPCRA-02-2012-0820"
"3000033880","04-2012-2058","EPCRA-04-2012-2058(b)"
"3000033922","02-2012-7955","II-UST-FC-879EC"
"3000034070","07-2012-0177","FIFRA-07-2012-0016"
"3000034091","04-2012-1781","CAA-04-2012-1781"
"3000028714","04-2012-2651","TSCA-04-2012-2651(b)"
"3000028833","03-2012-0142","CAA-03-2012-0142"
"3000028904","03-2012-7016","2:16-cv-01178-NBF"
"3000029037","04-2012-5006","CWA-04-2012-5006"
"3000029048","04-2012-5014","CWA-04-2012-5014"
"3000029053","07-2012-0155","FIFRA-07-2012-0011"
"3000011333","05-2012-7125","CAA-05-2012-0014"
"3000011333","05-2012-7125","RMP-12-ESA-006"
"3000011418","06-2012-3548","CAA-06-2012-3548"
"3000039509","02-2012-8099","SDWA-02-2012-8099"
"3000038901","03-2012-0156","CWA-03-2012-0156"
"3000038913","03-2012-0157","CWA-03-2012-0157DN"
"3000039254","05-2012-2006","RUST-05-2012-0008"
"3000039461","02-2012-8089","SDWA-02-2012-8089"
"3000039462","02-2012-8090","SDWA-02-2012-8090"
"3000039466","02-2012-8092","SDWA-02-2012-8092"
"3000039468","02-2012-8093","SDWA-02-2012-8093"
"3000039471","02-2012-8094","SDWA-02-2012-8094"
"3000039566","02-2012-0826","EPCRA-02-2012-0826"
"3000011235","02-2012-7104","RCRA-02-2012-7104"
"3000015584","02-2012-8067","SDWA-02-2012-8067"
"3000009204","02-2012-3112","CWA-02-2012-3112"
"3000009224","04-2012-4504","CWA-04-2012-4504(b)"
"3000009250","02-2012-3113","CWA-02-2012-3113"
"3000009440","02-2012-3033","CWA-02-2012-3033"
"3000007671","03-2012-6025","EPCRA-03-2012-6025"
"3000007672","02-2012-3452","CWA-02-2012-3452"
"3000007689","02-2012-8011","SDWA-02-2010-8011"
"3000000515","04-2012-3751","CERCLA-04-2012-3751"
"3000000525","04-2012-3752","CERCLA-04-2012-3752"
"3000008006","02-2012-3103","CWA-02-2012-3103"
"3000008057","04-2012-5004","CWA-04-2012-5004"
"3000008200","02-2012-8401","SDWA-02-2012-8401"
"3000009638","02-2012-3025","CWA-02-2012-3025"
"3000067886","05-2012-0328","V-W-12-AO-29"
"3000070213","02-2012-1010","CAA-02-2012-1010"
"3000065132","04-2012-4014","RCRA-04-2012-4014(b)"
"3000065728","03-2012-6086","RCRA-03-2012-6086"
"3000064607","02-2012-3303","CWA-02-2012-3303"
"3000068265","07-2012-0304","09-50026 (Reg)"
"3000068351","03-2012-0213","EPCRA-03-2012-0213"
"3000068423","05-2012-0137","EPCRA-05-2012-0035"
"3000068980","03-2012-0114","CWA-03-2012-0114FF"
"3000062853","02-2012-3123","CWA-02-2012-3123"
"3000064657","05-2012-7169","CWA-05-2012-0009"
"3000064912","05-2012-0125","EPCRA-05-2012-0017"
"3000067593","05-2012-0324","V-W-12-AO-12"
"3000067379","03-2012-0116","RCRA-III-2012-0116TH"
"3000067573","07-2012-0300","FIFRA-07-2012-0012"
"3000067635","05-2012-0325","V-W-12-AO-12"
"3000067647","09-2012-5541","Citation: AZ-12-07-12A"
"3000067758","05-2012-9923","RCRA-05-2012-0014"
"3000079598","06-2013-3502","CAA-06-2013-3502"
"3000081742","03-2013-0002","CAA-03-2013-0002"
"3000080232","05-2013-7176","CERCLA-05-2013-0003"
"3000079429","06-2013-3507","CAA-06-2013-3507"
"3000079759","06-2013-3501","CAA-06-2012-3501"
"3000079883","06-2013-3504","CAA-06-2013-3504"
"2600060369","09-2011-0514","09-2011-0004"
"2600078018","07-2012-0019","CERCLA-07-2012-0006"
"2600061819","05-2012-8787","CWA-05-2011-0007"
"2600061835","05-2012-5678","CWA-05-2011-0008"
"2600062188","03-2011-0142","CWA-03-2011-0142"
"2600062244","03-2011-0315","FIFRA-03-2011-0036"
"2600059034","09-2011-3534","CAA(112r)-09-2011-0022"
"2600083580","04-2012-4757","CWA-04-2012-4757"
"2600083305","04-2011-5763","cwa-04-2011-5763"
"2600083648","04-2012-2613","TSCA-04-2012-2613(b)"
"3000017538","03-2012-0097","RCRA-03-2012-0097"
"3000008208","04-2012-9002","2:12-cv-11544-DML-MJH"
"3000012850","02-2012-9104","TSCA-02-2012-9104"
"3000060801","03-2012-0138","CWA-03-2012-0138DW"
"3000060809","07-2012-0222","CWA-07-2012-0016"
"3000060821","02-2012-3458","CWA-02-2012-3458"
"3000010027","02-2012-3028","CWA-02-2012-3028"
"3000010169","02-2012-1001","CAA-02-2012-1001"
"3000010172","08-2012-0045","CAA-08-2012-0003"
"3000010296","07-2012-0112","EPCRA-07-2012-0002"
"3000008344","04-2012-2018","EPCRA-04-2012-2018(b)"
"3000016666","03-2012-6089","CWA03-2012-6089"
"3000020800","05-2012-0312","V-W-12-AO-19"
"3000020927","06-2012-3555","CAA-06-2012-3555"
"3000020933","06-2012-3552","CAA-06-2012-3552"
"3000020726","05-2012-0052","TSCA-05-2012-0015"
"3000020936","06-2012-3551","CAA-06-2012-3551"
"3000022799","03-2012-0133","CAA-03-2012-0133"
"3000031318","07-2012-0169","FIFRA-07-2012-0020"
"3000031321","05-2012-7141","CAA-05-2012-0031"
"3000031321","05-2012-7141","RMP-12-ESA-011"
"3000032237","04-2012-4514","CWA-04-2012--4514(b)"
"3000021044","06-2012-3554","CAA-06-2012-3554"
"3000031124","02-2012-9106","TSCA-02-2012-9106"
"3000035489","05-2012-9914","RCRA-05-2012-0008"
"3000035518","05-2012-9915","RCRA-05-2012-0007"
"3000034094","04-2012-1782","CAA-04-2012-1782"
"2600070206","01-2012-7011","TSCA 01-2012-055"
"3000034095","04-2012-1785","CAA-04-2012-1785"
"3000034133","04-2012-1788","CAA-04-2012-1288"
"3000034134","04-2012-1789","CAA-04-2012-1789"
"3000034260","02-2012-3306","CWA-02-2012-3306"
"3000030372","05-2012-5030","CAA-05-2012-0021"
"3000030447","02-2012-3046","CWA-02-2012-3046"
"3000031533","04-2012-2056","EPCRA-04-2012-2056(b)"
"3000011285","04-2011-5025","CWA-04-2011-5025"
"3000011428","06-2012-3549","CAA-06-2012-3549"
"3000039498","02-2012-8097","SDWA-02-2012-8097"
"3000039501","02-2012-8098","SDWA-02-2012-8098"
"3000061504","02-2012-7980","II-UST-FC-891"
"3000033572","05-2012-0073","FIFRA-05-2012-0013"
"3000033658","HQ-2012-5018","5:12-CV-00292-SL"
"3000033692","06-2012-4320","CWA-06-2012-4320"
"3000033761","06-2012-3559","CAA-06-2012-3559"
"3000009446","02-2012-3022","CWA-02-2012-3022"
"3000009448","07-2012-0110","RCRA-07-2011-0024"
"3000009452","02-2012-5302","FIFRA-02-2012-5302"
"3000009455","02-2012-5206","FIFRA-02-2012-5206"
"3000014280","01-2012-1014","CAA-01-2012-0051"
"3000014275","04-2012-2037","EPCRA-04-2012-2037(b)"
"3000014282","02-2012-3035","CWA-02-2012-3035"
"3000015407","02-2012-8035","SDWA-02-2012-8035"
"3000015416","02-2012-8036","SDWA-02-2012-8036"
"3000015419","02-2012-8037","SDWA-02-2012-8037"
"3000015424","02-2012-8023","SDWA-02-2012-8023"
"3000000434","03-2012-0011","CWA-03-2012-0011"
"3000000450","03-2012-6013","RCRA-03-2012-6012"
"1400025372","03-2009-0031","CAA-03-2009-0031"
"1400041855","08-2009-0091","SDWA-08-2009-0044"
"1400041978","07-2009-0103","FIFRA-07-2009-0009"
"1400041989","07-2009-0116","CWA-07-2009-0008"
"1400042272","03-2009-0001","CWA-03-2009-0001"
"1400043350","05-2009-3815","EPCRA-05-2009-0018"
"1400043360","04-2009-3033","FIFRA-04-2009-3033(b)"
"1400043597","02-2009-7996","II-UST-FC-268EC"
"1400044160","05-2009-9909","RCRA-05-2009-0009"
"1400019377","02-2009-7930","II-UST-FC-431EC"
"1400020410","08-2009-0034","SDWA-08-2009-0022"
"1000009565","03-2008-0285","SDWA-03-2008-0285DS"
"1000009568","03-2008-0119","RCRA-03-2008-0119"
"1000009621","03-2008-0291","SDWA-03-2008-0291DS"
"1000009658","05-2008-0095","FIFRA-05-2008-001922"
"1000009710","03-2008-0279","TSCA-03-2008-0279"
"1000009716","03-2008-0150","CAA-03-2008-0150"
"1000009718","03-2008-0333","TSCA-03-2008-0333"
"1000009728","05-2008-3784","CAA-05-2008-0026"
"1000009728","05-2008-3784","RMP-08-ESA-010"
"1000010880","09-2008-3526","CAA-09-2008-0027"
"1000010904","08-2008-0131","SDWA-08-2008-0062"
"1000010903","03-2008-0179","CAA-03-2008-0179"
"1000002136","07-2008-0162","FIFRA-07-2008-0017"
"1000002142","07-2008-0161","CWA-07-2008-0057"
"1000002245","06-2008-2724","06-2008-2724"
"600092960","07-2008-0127","CWA-07-2008-0005"
"600091930","02-2008-8039","SDWA-02-2008-8039"
"600085112","02-2008-0826","RCRA-02-2008-0826"
"1000012305","02-2008-3016","CWA-02-2008-3016"
"1000012394","07-2008-0191","SDWA-07-2008-0006"
"1000012438","05-2008-0109","TSCA-05-2008-0017"
"1000013182","04-2008-3764","CERCLA-04-2008-3764"
"1000010667","05-2008-0096","EPCRA-05-2008-0012"
"600083907","09-2008-3506","CAA-09-2008-0010"
"600064110","02-2007-3061","CWA-02-2007-3061"
"600064171","04-2007-5172","CWA-04-2007-5172"
"600064430","01-2007-4002","FIFRA 01-2007-0157"
"1400020520","04-2009-4758","CWA-04-2009-4758"
"1400020571","02-2009-0006","90-6013"
"1400020592","03-2009-0039","RCRA-03-2009-0039"
"1400020896","03-2009-0033","RCRA-03-2009-0033"
"1400020991","03-2009-6004","EPCRA-03-2009-6004"
"1400020997","03-2009-6006","03-2009-6006"
"1400036568","04-2009-4008","RCRA-04-2009-4008(b)"
"1400036966","08-2009-0078","CWA-08-2009-0010"
"1000002447","05-2008-9907","RCRA-05-2008-0006"
"1000002513","02-2008-7958","II-UST-FC-181EC"
"1000002533","04-2008-4784","CWA-04-2008-4784"
"1000002563","08-2008-0112","CAA-08-2008-0016"
"1000002641","04-2008-4782","CWA-04-2008-4782"
"1000002988","04-2008-4004","RCRA-04-2008-4004(b)"
"1000005896","04-2008-9014","5:08-CV-00046-LGW"
"1000006176","03-2008-0216","SDWA-03-2008-0216DS"
"1000005635","08-2008-0137","CAA-08-2008-0023"
"1000002765","02-2008-8052","SDWA-02-2008-8052"
"1000002816","08-2008-0117","209cv332DAK"
"1000011429","08-2008-0175","CWA-08-2008-0019"
"1000011435","08-2008-0176","RCRACIT-08-2008-0004"
"1000011436","02-2008-8046","SDWA-02-2008-8046"
"1000011510","02-2008-8405","SDWA-02-2008-8405"
"1000011514","02-2008-3027","CWA-02-2008-3027"
"1000011659","01-2008-2086","CWA-01-2008-0083"
"1000011670","01-2008-2089","CWA-01-2008-0075"
"1000011872","06-2008-3595","CAA-06-2008-3595"
"1000011877","04-2008-9105","04-2008-9105"
"600081336","02-2008-7103","RCRA-02-2008-7103"
"600077917","03-2008-0079","SDWA-03-2008-0079DS"
"600077930","03-2008-0082","SDWA-03-2008-0082DS"
"600079606","02-2008-3104","CWA-02-2008-3104"
"600064444","08-2007-0174","CWA-08-2007-0023"
"600065898","07-2007-0275","4:10-cv-01895-JCH"
"600065958","08-2007-0188","SDWA-08-2007-0095"
"600065966","07-2007-0276","CWA-07-2006-0174"
"600059561","04-2007-3779","CERCLA-04-2007-3779"
"1000004066","02-2008-7967","II-UST-FC-200EC"
"1000004342","03-2008-0188","SDWA-03-2008-0188DS"
"1000004813","05-2008-3779","CERCLA-05-2008-0008"
"1000004813","05-2008-3779","EPCRA-05-2008-0013"
"1000004813","05-2008-3779","MM-05-2008-0003"
"1000004820","05-2008-3928","CAA-05-2008-0017"
"1000004999","03-2008-0190","SDWA-03-2008-0190DS"
"1000001371","03-2008-0130","RCRA-03-2008-0130"
"1400037480","08-2009-0079","CV-03-04650"
"1400037485","02-2009-7973","II-UST-FC-392S"
"1400037584","02-2009-7975","II-UST-FC-457S"
"1400037586","04-2009-2029","CERCLA-04-2009-2029(b)"
"1400037592","02-2009-1202","CAA-02-2009-1202"
"1400006951","05-2008-9913","RCRA-05-2008-0014"
"600077927","03-2008-0081","SDWA-03-2008-0081DS"
"600077994","04-2008-9002","3:12-CV-00341-UATC-MCR"
"600078050","05-2008-2001","RUST-05-2008-0001"
"600078059","05-2008-2003","RUST-05-2008-0003"
"600079126","02-2008-8030","SDWA-02-2008-8030"
"600084834","06-2008-1786","06-2008-1767"
"1000000164","07-2008-0141","08:5114-CV-SW-GAF"
"1000000203","05-2008-3775","EPCRA-05-2008-0010"
"1000000322","04-2007-9155","04-2007-9155"
"1000000384","05-2008-3778","CERCLA-05-2008-0006"
"1000000392","03-2008-0143","RCRA-03-2008-0143"
"1000000634","02-2008-0829","RCRA-02-2008-0829"
"1000000638","02-2008-3312","CWA-02-2008-3312"
"1000000640","02-2008-4102","EPCRA-02-2008-4102"
"1000000645","02-2008-3308","CWA-02-2008-3308"
"1000000647","02-2008-3007","CWA-02-2008-3007"
"1000000651","02-2008-0833","RCRA-02-2008-0833"
"1000000652","02-2008-0824","RCRA-02-2008-0824"
"1000001430","08-2008-0106","SDWA-08-2008-0049"
"1000002021","03-2008-0182","SDWA-03-2008-0182DS"
"1000016124","06-2008-2060","06-2008-2060"
"1400018792","03-2009-0017","RCRA-03-2009-0017"
"1400022711","01-2009-4007","FIFRA 01-2009-0064"
"1400022726","09-2009-2510","3: 12-civ- 524."
"1400022862","06-2009-3551","CAA-06-2009-3551"
"1400047042","04-2009-8015","CAA-04-2009-8015(b)"
"1400047430","04-2008-9183","04-2008-9183"
"1400047862","06-2009-4510","CWA-06-2009-4510"
"1400048776","04-2009-2620","TSCA-04-2009-2620(b)"
"1400048777","04-2009-5138","CWA-04-2009-5138(b)"
"1400021593","04-2009-4002","RCRA-04-2009-4002(b)"
"1400022409","03-2009-0020","CWA-03-2009-0020"
"1000000367","03-2008-0155","CWA-03-2008-0155"
"1000000372","03-2008-0013","RCRA-03-2008-0013"
"1000000431","04-2008-4769","CWA-04-2008-4769"
"1000001875","07-2008-0152","CAA-07-2008-0020"
"1000001908","01-2008-1512","CAA/ASB-ICO-2008-016"
"1000001947","07-2008-0150","CAA-07-2008-0014"
"1000001961","07-2008-0130","TSCA-07-2008-0016"
"1000001964","07-2008-0147","CWA-07-2008-0043"
"1000001968","07-2008-0146","CWA-07-2008-0046"
"1000002139","07-2008-0160","SDWA-07-2008-0002"
"1000002430","05-2008-9906","RCRA-05-2008-0007"
"1000004048","02-2008-7964","II-UST-FC-1279"
"600089698","06-2008-1741","06-2008-1741"
"600093310","04-2008-5004","CWA-04-2008-5004"
"600086145","04-2008-0766","SDWA-04-2008-0766"
"1000005035","07-2008-0166","CAA-07-2008-0005"
"1000005154","03-2008-0204","SDWA-03-2008-0204DS"
"1000000145","07-2008-0137","6:08-cv-01401-MLB-KMH"
"1000001351","09-2008-3521","CAA-09-2008-0024"
"1000008789","03-2008-0252","SDWA-03-2008-0252DS"
"1000008795","03-2008-0217","SDWA-03-2008-0217DS"
"1000008802","03-2008-0220","SDWA-03-2008-0220DS"
"1000008818","03-2007-0222","RCRA-03-2007-0222FC"
"1400032334","03-2009-0068","TSCA-03-2009-0068"
"1400045729","06-2009-3589","CAA-06-2009-3589"
"1400047051","04-2009-8014","CAA-04-2009-8014(b)"
"1400047073","04-2009-2027","EPCRA-04-2009-2027(b)"
"87412","05-2002-0825","2:06-cv-02209-MPM-DGB"
"1400021616","05-2009-2001","RUST-05-2009-0002"
"1400035759","03-2009-0096","TSCA-03-2009-0096"
