"ACTIVITY_ID","CASE_NUMBER","REGIONAL_DOCKET_NMBR"
"3601920087","04-2019-2011","EPCRA-04-2019-2011(b)"
"3602008133","03-2019-8010","FIFRA-03-2019-8010"
"3602030852","02-2020-3003","CWA-02-2020-3003"
"3602279435","04-2020-2107","04-2020-2107(b)"
"3602279441","02-2020-5073","FIFRA-02-2020-5073"
"3602279827","02-2020-3451","CWA-02-2020-3451"
"3602314068","05-2021-7563","EPCRA-05-2021-0001"
"3601406936","06-2018-1764","CWA-06-2018-1764"
"3600180862","03-2015-0114","SDWA-03-2015-0114DS"
"3601522661","05-2018-0129","FIFRA-05-2018-0041"
"3601886357","09-2019-4610","F-09-2019-4610"
"3602060133","02-2020-5015","FIFRA-2020105"
"3602063842","02-2020-7907","II-UST-FC-1322EC"
"3602064055","03-2020-4009","FIFRA-03-2020-4009"
"3600361325","04-2015-1252","SDWA-04-2015-1252"
"3601409537","09-2018-0608","R9-CAA-18-1009"
"3601563616","04-2018-2908","TSCA-04-2018-2908(B)"
"3601563616","04-2018-2908","TSCA-04-2018-2908(b)"
"3601535264","08-2018-0067","SDWA-08-2018-0029"
"3601582790","02-2018-9241","TSCA-02-2018-9241"
"3601583689","09-2018-7507","TSCA-09-2018-0007"
"3602208686","09-2020-0028","OPA-09-2020-0028"
"3600990820","07-2017-0307","TSCA-07-2017-0011"
"3600990824","07-2017-0306","CAA-07-2017-0001"
"3600249929","02-2015-2030","CERCLA-02-2015-2030"
"3600798688","08-2016-0074","FIFRA-08-2016-0007"
"3600729387","04-2016-3399","BUU-1102388-0"
"3600729432","04-2016-3422","BUU-1102387-2"
"3600729447","04-2016-3404","04-2016-3404"
"3600729449","04-2016-3405","04-2016-3405"
"3602292256","04-2020-1418","AEK-77759881"
"3602292262","04-2020-1442","SCS-08424535"
"3602292279","04-2020-1421","SCS-15396726"
"3600479880","02-2016-7927","II-UST-FC-1077EC"
"3600481116","04-2015-2040","EPCRA-04-2015-2040(b)"
"3600458893","09-2016-4000","N/A"
"3600497380","02-2016-7937","II-UST-FC-1047EC"
"3600780685","08-2016-0055","SDWA-08-2016-0015"
"3600671838","04-2016-3315","231-0523169-5"
"3600746567","08-2016-0045","NOD"
"3601040974","02-2017-3303","CWA-02-2017-3303"
"3600430106","05-2016-0001","FIFRA-05-2016-0002"
"3600756988","09-2016-5004","RCRA-09-2016-0011"
"3600801715","02-2016-9169","TSCA-02-2016-9169"
"3600802008","07-2016-0311","CWA-07-2016-0060"
"3600818475","08-2016-0099","RCRA-08-2016-0005"
"3601057347","01-2017-2027","CWA-AO-R01-FY17-11"
"3601071265","04-2017-9819","FC# 001338"
"3601194529","02-2017-7303","RCRA-02-2017-7303"
"3602447157","01-2021-1009","CAA-01-2021-0029"
"3602384398","09-2021-1505","CWA-09-2021-0004"
"3600398902","02-2015-1211","CAA-02-2015-1211"
"3601972267","08-2019-0117","SDWA-08-2019-0036"
"3602056153","09-2020-6004","SDWA-09-2020-0004"
"3602390055","03-2021-8006","FIFRA-03-2021-8006"
"3602171142","03-2020-0038","RCRA-03-2020-0038"
"3600484119","08-2016-0011","FIFRA-08-2016-0001"
"3600712300","10-2016-0095","3:17-cv-05257-RJB"
"3602172672","04-2020-2300","SDWA-04-2020-2300"
"3601609965","09-2018-6509","SDWA-UIC-AOC-2018-004"
"3601612151","08-2018-0090","RCRA-08-2018-0002"
"3601613043","08-2018-0097","RCRA-08-2018-0003"
"3601879720","07-2019-0130","CWA-07-2019-0130"
"3601978755","09-2019-0069","TSCA-09-2019-0069"
"3601979023","02-2019-3042","CWA-02-2019-3042"
"3600471129","02-2016-3013","CWA-02-2016-3013"
"3600780525","09-2016-0615","CAA-R9-2016-0002"
"3600780538","02-2016-8059","SDWA-02-2016-8059"
"3600780542","02-2016-3115","CWA-02-2016-3115"
"3600792190","04-2016-3753","CERCLA-04-2016-3753"
"3600811053","02-2016-8403","SDWA-02-2016-8403"
"3600672310","04-2016-3316","04-2016-3316"
"3600808222","05-2016-9914","RCRA-05-2016-0017"
"3601430485","01-2018-3002","EPCRA-01-2018-0006"
"3601615323","07-2019-0014","6:17-cv-01661-UDJ-CBW"
"3601884276","02-2019-1009","CAA-02-2019-1009"
"3601894015","04-2019-5503","CWA-04-2019-5503(b)"
"3602025808","07-2019-0185","CWA-07-2019-0185"
"3600675906","05-2016-1007","V-W-16-C-002"
"3600678223","04-2015-5019","CWA-04-2015-5019(b)"
"3600678229","04-2016-2007","EPCRA-04-2016-2007(b)"
"3600686126","04-2016-3381","04-2016-3381"
"3600675010","03-2016-9000","CWA-03-2016-0035"
"3600751542","09-2016-4017","FIFRA-09-2016-0013"
"3602052589","02-2020-5137","FIFRA-2020137"
"3602052592","02-2020-5138","FIFRA-2020138"
"3602052593","02-2020-5139","FIFRA-2020139"
"3602170776","02-2020-5303","FIFRA-02-2020-5303"
"3400161544","02-2013-0006","3:14-cv-01476-CCC"
"3600453563","04-2015-8003","CAA-04-2015-8003(b)"
"3600683731","03-2016-0092","CAA-03-2016-0092"
"3600742852","08-2016-0042","TSCA-08-2016-0005"
"3600742856","08-2016-0043","TSCA-08-2016-0006"
"3600742857","08-2016-0044","SDWA-08-2016-0009"
"3600771412","04-2016-8006","CAA-04-2016-8006(b)"
"3602288575","06-2020-1788","CWA-06-2020-1788"
"3602288577","03-2020-0123","CWA-03-2020-0123"
"3602290703","04-2020-1388","9U8-20284076"
"3602336277","07-2021-0001","CAA-07-2021-0001"
"3400285988","08-2014-0097","SDWA-08-2014-0023"
"3601075626","04-2017-5001","CWA-04-2017-5001(b)"
"3601446643","02-2018-3029","CWA-02-2018-3029"
"3600839578","07-2017-0011","CWA-07-2016-0063"
"3602433898","07-2021-0015","TSCA-07-2021-0015"
"3601583055","01-2018-7013","TSCA-01-2018-0061"
"3601915893","09-2019-1504","CWA-309-2019-004"
"3600773525","01-2016-1009","3:17-cv-01377-JAM"
"3601492597","08-2018-0056","SDWA-08-2018-0016"
"3601695501","05-2019-0060","TSCA-05-2019-0006"
"3601918777","06-2019-3509","CAA 06-2019-3509"
"3601962068","01-2019-2049","CWA-AO-R01-FY19-32"
"3602224061","04-2020-1349","770258754473"
"3600729470","04-2016-3424","BW-1102386-4"
"3600729492","04-2016-3428","BUU-1102384-9"
"3600746187","04-2016-4509","CWA-04-2016-4509(b)"
"3600692391","07-2016-0111","CWA-07-2016-0004"
"3600692392","03-2016-0088","RCRA-03-2016-0088"
"3601161737","07-2017-0372","FIFRA-07-2017-0012"
"3601164205","05-2017-0078","FIFRA-05-2017-0055"
"3601169098","08-2017-0075","CWA-08-2017-0016"
"3601169888","02-2017-8031","SDWA-02-2017-8031"
"3601190423","07-2017-0361","FIFRA-07-2017-0361"
"3600809765","03-2016-0466","SDWA-03-2016-0466-DS"
"3600895438","05-2017-9901","RCRA-05-2017-0003"
"3600660580","04-2016-5754","CWA-04-2016-5754"
"3601190678","03-2017-0179","TSCA-03-2017-0179"
"3601173824","02-2017-8309","SDWA-02-2017-8309"
"3601194577","09-2017-4045","FIFRA-09-17-30"
"3601359233","09-2018-4004","FIFRA-09-2018-0005"
"3603251875","09-2022-1004","CWA-09-2022-0020"
"3603435101","02-2023-3002","CWA-02-2023-3002"
"3603446225","02-2023-9101","TSCA-02-2023-9101"
"3604563747","02-2025-8302","SDWA-02-2025-8302"
"3602835787","05-2021-9943","RUST-05-2021-0015"
"3603510294","01-2023-1004","CAA-HQ-2022-5005"
"3603515214","04-2022-0308","CWA-04-2022-0308(b)"
"3602807649","04-2021-1457","M34-10258388"
"3602808444","02-2021-9267","TSCA-02-2021-9267"
"3603524649","04-2022-0987","FIFRA-04-2022-0987"
"3603011509","02-2022-3013","CWA-02-2022-3013"
"3603524658","04-2022-0991","FIFRA-04-2022-0991"
"3603524733","09-2021-0598","CAA(112r)-09-2021-0020"
"3603559168","02-2023-5006","FIFRA-02-2023-5006"
"3603559196","02-2023-7501","RCRA-02-2023-7501"
"3603560941","04-2023-1251","DM4-06246072"
"3603520588","03-2023-0053","FIFRA-03-2023-0053"
"3603520970","10-2023-0017","10-2023-0017"
"3603520997","03-2023-0046","RCRA-03-2023-0046CA"
"3603192321","08-2022-0079","EPCRA-08-2022-0003"
"3603192366","08-2022-0080","FIFRA-08-2022-0028"
"3602821973","04-2021-0010","CAA-04-2021-0010(b)"
"3603373339","02-2022-7213","RCRA-02-2022-7213"
"3603092230","09-2022-0045","FIFRA-09-2022-0045"
"3603281857","02-2022-5132","FIFRA-02-2022-5132"
"3603281859","02-2022-5133","FIFRA-02-2022-5133"
"3603282050","05-2022-0133","FIFRA-05-2022-0015"
"3603282336","05-2022-2020","RCRA-05-2022-0011"
"3603344112","09-2022-1515","CWA-09-2022-0052"
"3603345593","09-2022-0076","FIFRA-09-2022-0076"
"3603610016","08-2023-0077","FIFRA-08-2023-0035"
"3603610018","08-2023-0078","FIFRA-08-2023-0039"
"3603610020","08-2023-0079","FIFRA-08-2023-0040"
"3602837745","02-2021-5205","FIFRA-02-2021-5205"
"3602837928","04-2021-1519","8LE-40192529"
"3603517688","04-2022-0955","FIFRA-04-2022-0955"
"3603447706","04-2022-1122","FIFRA-04-2022-1122"
"3603470917","04-2022-1006","FIFRA-04-2022-1006"
"3603470918","04-2022-1069","FIFRA-04-2022-1069"
"3603253362","02-2022-3033","CWA-02-2022-3033"
"3603253396","05-2022-0124","FIFRA-05-2022-0012"
"3602794697","08-2021-0153","NOW"
"3603340863","03-2022-0119","CAA-03-2022-0119"
"3603340865","04-2022-1024","FIFRA-04-2022-1024"
"3603323808","03-2022-0121","CAA-03-2022-0121DA"
"3602946483","08-2022-0031","FIFRA-08-2022-0018"
"3602995983","02-2022-5053","FIFRA-02-2022-5053"
"3603575614","02-2023-3502","CWA-02-2023-3502"
"3603320787","03-2022-0094","SDWA-03-2022-0094DS"
"3603491103","04-2022-0918","FIFRA-04-2022-0918"
"3602975658","01-2022-1006","CAA-01-2022-0026"
"3603580696","04-2022-0870","FIFRA-04-2022-0870"
"3603580930","02-2023-3030","CWA-02-2023-3030"
"3603582553","04-2022-0875","FIFRA-04-2022-0875"
"3603582554","04-2022-0946","FIFRA-04-2022-0946"
"3603582561","04-2022-0841","FIFRA-04-2022-0841"
"3602875137","09-2022-6000","PWS-AO-2022-6000"
"3602891057","09-2022-5001","RCRA-09-2022-0001"
"3602891727","02-2022-8002","SDWA-02-2022-8002"
"3603322555","09-2022-6009","PWS-AO-2022-6008"
"3602926319","08-2022-0026","NOW"
"3603601230","07-2022-0120","CWA-07-2022-0120"
"3603601252","09-2023-1005","SPCC-09-2023-0031"
"3603601269","03-2023-0022","CWA-03-2023-0022"
"3603602243","02-2023-3303","CWA-02-2023-3303"
"3603283058","05-2022-0134","TSCA-05-2022-0007"
"3603283065","02-2022-5137","FIFRA-02-2022-5137"
"3603283066","03-2022-8021","FIFRA-03-2022-8021"
"3603566390","04-2023-0801","FIFRA-04-2023-0801"
"3603329943","04-2022-1005","FIFRA-04-2022-1005"
"3603352240","02-2022-5183","FIFRA-02-2022-5183"
"3603352378","01-2022-1026","CAA-01-2022-0063"
"15211","03-1991-0089","RCRA-3-038CA"
"3603261942","08-2022-0089","6:22-cv-00035-SEH"
"3603262005","03-2022-8016","FIFRA-03-2022-8016"
"3602765621","02-2021-5148","FIFRA-02-2021-5148"
"3602776405","08-2021-0129","SDWA-08-2021-0033"
"3602808450","08-2021-0189","NOW"
"3602917607","03-2022-4011","FIFRA-03-2022-4011"
"3603531743","05-2023-5013","CAA-05-2023-0005"
"3602876169","03-2022-0009","RCRA-03-2022-0009"
"3602903501","02-2022-5016","FIFRA-02-2022-5016"
"3602903502","02-2022-5015","FIFRA-02-2022-5015"
"3602903504","02-2022-5018","FIFRA-02-2022-5018"
"3602931336","04-2022-1234","8PY-00122761"
"3603053640","08-2022-0049","CAA-08-2022-0004"
"3603053841","08-2022-0050","CAA-08-2022-0003"
"3603053843","08-2022-0051","CAA-08-2022-0005"
"3603053849","08-2022-0052","TSCA-08-2022-0003"
"3603328749","04-2022-1014","FIFRA-04-2022-1014"
"3603328876","04-2022-1043","FIFRA-04-2022-1043"
"3603328879","04-2022-1050","FIFRA-04-2022-1050"
"3603328880","04-2022-1049","FIFRA-04-2022-1049"
"3603328881","04-2022-1007","FIFRA-04-2022-1007"
"3603621585","04-2023-1267","CIU-85041576"
"3603575622","02-2023-5060","FIFRA-02-2023-5060"
"3603575990","03-2023-8010","FIFRA-03-2023-8010"
"3603223344","02-2022-3311","CWA-02-2022-3311"
"3601910232","02-2019-0007","19-13448 (VFP)"
"3603541067","05-2023-5014","CAA-05-2023-0011"
"3603541067","05-2023-5014","EPA-5-23-CAA-ESA-05"
"3603541085","02-2023-2011","CERCLA-02-2023-2011"
"3603267699","02-2022-3038","CWA-02-2022-3038"
"3603268645","04-2022-1287","923-44393787"
"3603279808","02-2022-8028","SDWA-02-2022-8028"
"3603280864","02-2022-5093","FIFRA-02-2022-5093"
"3603278267","04-2022-2103","RCRA-04-2022-2103(B)"
"3603368011","02-2022-0015","7:22-cv-07800"
"3603368346","03-2022-0138","RCRA-03-0138CA"
"3602816258","03-2021-0104","CWA-03-2021-0104FF"
"3602823360","04-2021-1487","E5K-40138416"
"3602825247","04-2021-0309","CWA-04-2021-0309(B)"
"3603601137","03-2023-8012","FIFRA-03-2023-8012"
"3603601225","01-2023-2025","CWA-01-2023-0037"
"3602769916","02-2021-5133","FIFRA-02-2021-5133"
"3602884277","05-2021-2019","TSCA-05-2021-0007"
"3603328651","04-2022-0808","FIFRA-04-2022-0808"
"3603328695","09-2022-6547","UIC-09-2022-0047"
"3603524609","04-2022-0988","FIFRA-04-2022-0988"
"3603236003","08-2022-0082","FIFRA-08-2022-0029"
"3603117891","06-2022-1111","SDWA-06-2022-1111"
"3603122955","02-2022-5102","FIFRA-02-2022-5102"
"3603123025","02-2022-8034","SDWA-02-2022-8034"
"3603123242","05-2022-5020","CAA-05-2022-0015"
"3602741076","01-2021-1017","CAA-01-2021-0048"
"3603125592","09-2022-1002","SPCC-09-2022-0018"
"3603345608","09-2022-5067","RCRA-09-2022-0067"
"3603455298","04-2022-1144","FIFRA-04-2022-1144"
"3603455316","02-2023-5012","FIFRA-02-2023-5012"
"3603990923","02-2024-8060","SDWA-02-2024-8060"
"3603267673","02-2022-4401","EPCRA-02-2022-4401"
"3603267675","04-2022-3109","TSCA-04-2022-3109(b)"
"3603455313","04-2022-1139","FIFRA-02-2022-1139"
"3603471619","04-2022-1061","FIFRA-04-2022-1061"
"3603471621","04-2022-0842","FIFRA-04-2022-0842"
"3603471639","04-2022-0862","FIFRA-04-2022-0862"
"3603281123","02-2022-5129","FIFRA-02-2022-5129"
"3603250812","06-2022-4315","CWA-06-2022-4315"
"3602747640","06-2021-4302","CWA-06-2021-4302"
"3603250830","06-2022-4316","CWA-06-2022-4316"
"3603582557","04-2022-0820","FIFRA-04-2022-0820"
"3603366840","04-2022-1324","SCS-16339007"
"3603366849","04-2022-1328","9UV-00192359"
"3602803604","04-2021-1449","M34-10258404"
"3602803605","04-2021-1450","241-01035393"
"3602863066","04-2022-1201","SCS-75106189"
"3603322586","05-2022-5029","CAA-05-2022-0020"
"3602808141","04-2018-4009","RCRA-04-2018-4009(B)"
"3603599312","01-2023-2023","CWA-AO-R01-FY23-15"
"3602764150","09-2021-0608","R9-CAA-21-1010"
"3603566489","04-2023-1252","FIFRA-04-2023-1252"
"3603566982","05-2023-0320","CWA-05-2023-0001"
"3603472486","04-2022-0822","FIFRA-04-2022-0822"
"3603472545","04-2022-0833","FIFRA-04-2022-0833"
"3603117905","02-2022-4301","EPCRA-02-2022-4301"
"3603216709","05-2022-5022","CAA-05-2022-0017"
"3602800997","02-2021-5165","FIFRA-02-2021-5165"
"3603378114","02-2022-3302","CWA-02-2022-3301"
"3603378491","04-2022-2503","CERCLA-04-2022-2503"
"3603011432","01-2022-2006","CWA-01-2022-0013"
"3604055140","08-2024-0150","CWA-08-2024-0007"
"3602919151","03-2022-4022","FIFRA-03-2022-4022"
"3601919752","02-2019-0005","7:19-cv-03558-CS"
"3603435741","08-2022-0128","08-2022-0008"
"3603104865","10-2022-0159","10-2022-0159"
"3603104944","03-2022-8011","FIFRA-03-2022-8011"
"3602869175","03-2022-0016","CAA-03-2022-0016DA"
"3603328882","04-2022-1011","FIFRA-04-2022-1011"
"3603328883","04-2022-1012","FIFRA-04-2022-1012"
"3603328884","04-2022-1025","FIFRA-04-2022-1025"
"3602838300","09-2021-7062","TSCA-09-2021-0062"
"3603538511","07-2023-0016","TSCA-07-2023-0016"
"3603395546","02-2023-8014","SDWA-02-2023-8014"
"3603395549","02-2023-8013","SDWA-02-2023-8013"
"3603396040","08-2023-0001","FIFRA-08-2023-0001"
"3603588680","07-2023-0085","RCRA-07-2023-0085"
"3603346868","09-2022-1008","SPCC-09-2022-0064"
"3603347704","02-2022-5154","FIFRA-02-2022-5154"
"3603347707","02-2022-5155","FIFRA-02-2022-5155"
"3603357767","04-2022-1312","231-45338634"
"3603357796","07-2022-0032","CWA-07-2022-0032"
"3603420448","03-2023-4000","FIFRA-03-2023-4000"
"3603316490","03-2022-0079","TSCA-03-2022-0079"
"3603318597","02-2022-5140","FIFRA-02-2022-5140"
"3603318600","02-2022-5141","FIFRA-02-2022-5141"
"3603318602","02-2022-5157","FIFRA-02-2022-5157"
"3603469578","04-2022-2010","FIFRA-04-2022-2010"
"3603471691","08-2023-0027","RCRA-08-2023-0002"
"3603450728","03-2023-0024","RCRA-03-2022-0024"
"3603360103","04-2022-0304","CWA-04-2022-0304(B)"
"3603005621","03-2022-4029","FIFRA-03-2022-4029"
"3603483484","03-2023-4003","FIFRA-03-2023-4003"
"3603497072","04-2022-0907","FIFRA-04-2022-0907"
"3603497082","04-2022-0887","FIFRA-04-2022-0887"
"3603497084","04-2022-0956","FIFRA-04-2022-0956"
"3603333873","02-2022-3106","CWA-02-2022-3106"
"3603334636","02-2022-8070","SDWA-02-2022-8070"
"3603334718","04-2022-0006","CAA-04-2022-0006(b)"
"3603351071","04-2022-1308","CWL-11844249"
"3602830540","04-2021-3113","TSCA-04-2021-3113(b)"
"3602837532","02-2021-5191","FIFRA-02-2021-5191"
"3602838927","04-2021-1520","SCS-77519454"
"3602987118","02-2022-8011","SDWA-02-2022-8011"
"3602926311","08-2022-0022","CAA-08-2022-0002"
"3603563756","08-2023-0045","FIFRA-08-2023-0014"
"3603563758","08-2023-0046","FIFRA-08-2023-0015"
"3603563760","08-2023-0047","FIFRA-08-2023-0019"
"3603563772","02-2023-8039","SDWA-02-2023-8039"
"3603567324","04-2023-1253","SCS-67756638"
"3602931606","05-2022-2007","RUST-05-2022-0007"
"3602931605","05-2022-2006","RUST-05-2022-0006"
"3603013597","03-2022-4040","FIFRA-03-2022-4040"
"3603290894","05-2022-0142","FIFRA-05-2022-0017"
"3603383904","08-2022-0134","RCRA-08-2022-0012"
"3603618357","05-2023-7802","CERCLA-05-2023-0010"
"3603061561","02-2022-5078","FIFRA-02-2022-5078"
"3603061575","02-2022-5080","FIFRA-02-2022-5080"
"3603061577","02-2022-5081","FIFRA-02-2022-5081"
"3603098970","03-2022-8008","FIFRA-03-2022-8008"
"3603357824","04-2022-0603","EPCRA-04-2022-0603(b)"
"3603361138","04-2022-1112","FIFRA-04-2022-1112"
"3603361195","09-2022-7083","TSCA-09-2022-0083"
"3603398657","07-2022-0043","CWA-07-2022-0043"
"3603398668","07-2022-0094","TSCA-07-2022-0094"
"3603402257","07-2022-0093","CWA-07-2022-0093"
"3602935562","04-2021-0612","EPCA-04-2021-0612(B)"
"3602935643","03-2022-8005","FIFRA-03-2022-8005"
"3602944924","04-2021-0213","CAA-04-2021-0213(b)"
"3603486004","01-2023-1003","CAA-01-2023-0030"
"3603486013","03-2023-4018","FIFRA-03-2022-4018"
"3603486022","02-2023-8027","SDWA-02-2023-8027"
"3603441269","04-2023-1212","SCS-46718873"
"3603442303","05-2023-2003","RUST-05-2023-0004"
"3602876205","08-2022-0004","FIFRA-08-2022-0004"
"3602876253","01-2022-3000","EPCRA-01-2022-0003"
"3602853779","05-2021-1008","V-W-20-C-012"
"3602917820","04-2022-9000","2:21-CV-47-FL"
"3603609978","05-2023-2011","RUST-05-2023-0010"
"3603447651","04-2022-1121","FIFRA-04-2022-1121"
"3603447657","04-2022-1134","FIFRA-04-2022-1134"
"3603447661","04-2022-1165","FIFRA-04-2022-1165"
"3603449263","06-2023-1701","CWA-06-2023-1701"
"3603449457","05-2023-2004","RUST-05-2023-0005"
"3603249931","02-2022-3310","CWA-02-2022-3310"
"3604606041","06-2026-0001","06-02-26"
"3604439540","09-2025-6511","UIC-09-2025-0055"
"3604439532","09-2025-6510","UIC-09-2025-0054"
"3603621232","09-2023-0054","FIFRA-09-2023-0054"
"3603621555","09-2023-1007","CV 11-5098 FMO (SSx)"
"3603621561","09-2023-1008","SPCC-09-2023-0058"
"3603621562","09-2023-1009","SPCC-09-2023-0052"
"3603500399","02-2023-2002","CERCLA-02-2023-2002"
"3603567941","05-2023-2010","RUST-05-2023-0012"
"3603576319","07-2022-0124","TSCA-07-2022-0124"
"3603358040","04-2022-2108","RCRA-04-2022-2108(B)"
"3603118797","09-2022-0500","CAA(112r)-09-2022-0031"
"3603329656","02-2022-8059","SDWA-02-2022-8059"
"3603329668","02-2022-5092","FIFRA-02-2022-5092"
"3603070074","09-2022-5035","RCRA-09-2022-0035"
"3603070090","02-2022-8016","SDWA-02-2022-8016"
"3603570038","03-2023-8004","FIFRA-03-2023-8004"
"3603346616","02-2022-5143","FIFRA-02-2022-5143"
"3603346618","02-2022-5145","FIFRA-02-2022-5145"
"3603346625","02-2022-5160","FIFRA-02-2022-5160"
"3603364104","09-2022-5072","RCRA-09-2022-0072"
"3603474274","04-2023-2523","CERCLA-04-2023-2523"
"3604939665","05-2026-5026","CAA-05-2026-0033"
"3603407295","05-2023-2000","RUST-05-2023-0001"
"3603030935","02-2022-3022","CWA-02-2022-3022"
"3603031026","01-2022-1009","CAA-01-2022-0017"
"3603355725","02-2022-5172","FIFRA-02-2022-5172"
"3603357940","04-2022-0609","EPCRA-04-2022-0609(b)"
"3603357948","04-2022-0606","EPCRA-04-2022-0606(b)"
"3603444358","04-2023-9000","SDWA-04-2023-9000"
"3603445652","07-2022-0105","TSCA-07-2022-0105"
"3603446224","02-2023-8401","SDWA-02-2023-8401"
"3603446232","04-2023-1221","CWL-11970887"
"3603446391","09-2023-0601","R9-CAA-22-1014"
"3603471752","04-2022-0055","CAA-04-2022-0055(b)"
"3602766496","04-2021-1440","BSQ-17194719"
"3603363987","09-2022-7085","TSCA-09-2022-0085"
"3603363992","09-2022-5073","RCRA-09-2022-0073"
"3603250080","09-2022-0605","CAA-09-2022-0051"
"3602836057","02-2021-7101","RCRA-02-2021-7101"
"3602926334","04-2022-1233","799-59052407"
"3603303168","09-2022-6543","UIC-09-2022-0043"
"3602767105","03-2021-4006","FIFRA-03-2021-4006"
"3603366522","01-2022-2028","CWA-AO-R01-22-009"
"3603366533","05-2022-5038","EPA-5-2022-113(a)-MI-02"
"3603469574","04-2022-1189","FIFRA-04-2022-1189"
"3602875450","06-2020-1813","CWA-06-2020-1813"
"3602875457","07-2022-1025","FIFRA-07-2022-1025"
"3602875511","03-2022-8001","FIFRA-03-2022-8001"
"3603008515","08-2022-0044","FIFRA-08-2022-0021"
"3603054129","04-2022-1252","660-25460073"
"3602715682","03-2021-0009","CERCLA-03-2021-0009CR"
"3603439766","08-2023-0005","FIFRA-08-2023-0003"
"3603447542","04-2022-1138","FIFRA-04-2022-1138"
"3603447550","04-2022-1147","FIFRA-04-2022-1147"
"3603447574","04-2022-1117","FIFRA-04-2022-1117"
"3603357826","04-2021-0314","CWA-04-2021-0314"
"3603357829","04-2022-0608","EPCRA-04-2022-0608(b)"
"3603586319","07-2023-0020","TSCA-07-2023-0020"
"3603068488","04-2022-3104","TSCA-04-2022-3104(b)"
"3603068514","02-2022-5077","FIFRA-02-2022-5077"
"3603485620","04-2023-1231","551-09586070"
"3603423249","08-2023-0003","FIFRA-08-2023-0002"
"3603475533","03-2023-0012","RCRA-03-2023-0012"
"3602798344","02-2021-3107","CWA-02-2021-3107"
"3602798436","04-2021-1448","M34-10258420"
"3602803394","08-2021-0180","SDWA-08-2021-0026"
"3603346730","04-2022-1019","FIFRA-04-2022-1019"
"3603591174","07-2021-0076","CWA-07-2021-0076"
"3603591362","02-2023-3032","CWA-02-2023-3032"
"3602771807","02-2021-3307","CWA-02-2021-3307"
"3602807650","04-2021-1458","M34-10258396"
"3603005697","06-2022-4501","CWA-06-2022-4501"
"3603192442","04-2021-0316","CWA-04-2021-0316(b)"
"3603217516","07-2022-0005","CAA-07-2022-0005"
"3603610825","02-2023-2004","CERCLA-02-2023-2004"
"3602919374","03-2022-4024","FIFRA-03-2022-4024"
"3602989943","03-2022-0023","RCRA-03-2022-0023"
"3603533296","04-2022-0994","FIFRA-04-2022-0994"
"3602911574","01-2022-7000","TSCA-01-2021-0073"
"3603480509","03-2023-0016","CAA-03-2023-0016DA"
"3602779638","06-2021-1125","SDWA06-2021-1125"
"3602779768","06-2021-1105","SDWA-06-1105"
"3603617195","04-2023-0001","CAA-04-2023-0001(b)"
"3603217925","03-2022-0084","CWA-03-2022-0084DN"
"3603656987","02-2023-1004","CAA-02-2023-1004"
"3603661304","02-2023-5117","FIFRA-02-2023-5117"
"3603661311","02-2023-5139","FIFRA-02-2023-5139"
"3603661326","02-2023-5116","FIFRA-02-2023-5116"
"3603661328","02-2023-5138","FIFRA-02-2023-5138"
"3603661331","02-2023-5141","FIFRA-02-2023-5141"
"3603661361","02-2023-5121","FIFRA-02-2023-5121"
"3603615967","03-2023-0038","CAA-03-2023-0038DA"
"3603061536","02-2022-5071","FIFRA-02-2022-5071"
"3600720739","04-2016-9818","FC #001184"
"3600809250","03-2016-0453","SDWA-03-2016-0453-DS"
"3600809262","03-2016-0454","SDWA-03-2016-0454-DS"
"3600167616","03-2015-0074","RCRA-03-2015-0074"
"2200035913","07-2011-0064","SDWA-07-2011-0017"
"2200035948","07-2011-0077","SDWA-07-2011-0030"
"2200035945","07-2011-0078","SDWA-07-2011-0031"
"3400279927","05-2014-5047","3:16-cv-03444-EDL"
"3600914430","04-2016-4021","RCRA-04-2016-4021(b)"
"3600693692","06-2016-0903","06-2016-0903"
"3601069875","05-2017-2006","RCRA-05-2017-0015"
"3601218717","06-2018-1713","CWA-06-2018-1713"
"3601077799","03-2017-0128","CERCLA-03-2017-0128DC"
"3601084559","07-2017-0134","CWA-07-2017-0134"
"3601090548","02-2017-8401","SDWA-02-2017-8401"
"3601289428","02-2018-8010","SDWA-02-2018-8010"
"3601289971","03-2018-0003","CWA.-03-2018-0003"
"3601582870","09-2018-3511","CAA(l112R)-09-2018-0012"
"3601597144","01-2018-2030","CWA-01-2018-0066"
"3600965370","03-2017-0052","RCRA-03-2017-0052"
"3602375702","04-2021-0701","FIFRA-04-2021-0701(b)"
"3602377767","04-2020-0501","CWA-04-2020-0501(B)"
"3602391586","09-2021-1008","CWA-09-2021-0008"
"3602406236","08-2021-0045","SDWA-08-2021-0002"
"3600249171","04-2015-5007","CWA-04-2015-5007(b)"
"3600396468","10-2015-0170","1:18-cv-00341-DNC"
"3600398549","03-2015-0242","TSCA-03-2015-0242"
"3600483981","02-2016-8021","SDWA-02-2016-8021"
"3600454572","09-2016-4003","FIFRA-09-2016-0003"
"3600486785","04-2016-1639","CAA-04-2016-1639"
"3600486790","02-2016-7932","II-UST-FC-1108EC"
"3602448069","03-2021-0032","CWA-03-2021-0032"
"3600673686","04-2016-3317","04-2016-3317"
"3600751641","09-2016-3502","CAA(112r)-09-2016-0002"
